UniqueCount	AmbigCount
1864	0
1466	0
3005	0
1507	0
1833	0
100	0
0	4239
0	0
0	15
451	0
539	0
937	0
404	0
681	548
81	509
805	0
1624	0
669	1265
11	5
558	11663
24	1331
8	922
44	1682
487	4622
900	1516
250	0
416	0
1659	0
868	0
791	0
2703	0
3348	0
2538	0
4263	0
979	0
632	0
3108	0
2532	0
12717	43778
2517	0
5079	0
3112	0
3442	0
2359	0
886	0
952	0
905	0
266	0
1356	0
1129	0
8473	0
1429	0
2295	0
3519	0
610	0
480	0
1590	0
4757	0
4012	0
2260	0
1311	0
102	0
835	0
2045	0
1528	0
1804	0
823	0
1316	0
8043	0
2598	0
4763	0
1558	0
1977	0
13449	184
2489	31594
3167	0
3468	0
2083	1766
899	0
25980	0
60	6172
1226	0
18442	26657
1184	0
2345	0
2683	0
1934	0
1714	0
2169	0
2243	0
2554	0
6981	0
8171	0
10181	0
988	0
3812	0
1899	0
1678	0
1628	0
2173	0
3745	0
493	0
1107	0
0	0
1823	0
2299	0
1077	0
2580	0
601	0
2785	0
2203	0
1504	0
2759	0
7166	0
1352	0
6795	0
1892	0
6063	0
1441	0
1671	0
4882	0
1010	0
2472	0
12231	184
1608	31594
2559	0
4252	1766
70	6172
3046	0
3322	0
9489	26657
2397	0
11862	455
870	0
4090	0
1195	0
22934	0
8638	0
12210	0
1707	0
4174	0
1390	0
1580	0
1048	0
1654	0
2628	0
3062	0
248	0
3134	0
2106	0
2262	0
1801	0
1037	0
1686	0
901	0
1603	0
646	0
820	0
2245	0
1424	0
1073	0
7637	0
5020	0
709	0
7711	0
6581	0
2914	0
2790	0
1962	0
1855	0
1728	0
2723	0
650	0
4252	0
1281	0
1157	0
13532	0
11976	1732
9764	5794
13082	0
3941	0
2390	0
5531	0
1354	0
1926	0
18920	9
95	0
4045	0
2716	0
4979	0
15220	0
539	0
1836	0
18144	0
1955	0
1216	0
1379	0
6599	138
2931	0
3960	0
4055	0
1352	0
2752	0
43336	0
0	15
4267	0
2482	0
5205	0
3328	0
568	0
1896	0
3194	0
5118	0
1280	0
1681	0
1175	0
820	0
1265	0
5887	0
256	0
54	0
1188	0
3549	0
942	0
3606	0
1650	0
7871	0
2065	0
2090	0
4113	0
855	3
31	3
0	22
18321	0
2716	0
8097	0
4790	0
1084	0
940	0
5820	0
7856	0
2734	0
2209	0
1727	228
452	228
1184	0
0	15
29	0
0	7
8764	0
1470	0
3191	0
2547	0
2352	0
1749	0
1318	0
9150	0
10677	0
1697	0
255	0
1824	0
2929	0
2439	0
2619	0
594	0
89	0
5720	0
2677	51837
1233	0
785	0
71	0
912	0
2953	0
653	0
21146	0
890	0
787	0
1376	0
9125	0
11914	6817
2835	0
2567	0
4752	0
192	0
1450	0
856	0
10935	0
598	1411
0	1411
26093	0
4737	0
72	116927
0	14115
0	15
160	518
74	0
19832	0
2038	0
32743	0
105	12919
0	13642
650	13141
3040	0
512	0
11	0
2983	0
46656	0
982	0
13184	0
5598	0
2566	0
135512	0
1425	0
2977	0
3929	0
10489	0
6453	0
2499	0
2242	0
1149	0
3629	0
2674	0
5241	0
2630	0
20728	0
670	0
525	0
2003	0
3236	0
1626	0
3413	0
3817	0
2874	0
1463	0
7371	0
1255	0
1539	0
110064	0
822	0
911	0
592	0
2388	0
2985	0
2122	0
1581	0
1483	0
1965	0
4305	0
1840	0
2074	0
0	9
2547	0
3260	0
3664	0
4108	0
2306	0
1458	0
2325	0
6539	0
0	2
26	404952
0	103556
9933	35
2391	0
2918	0
114	0
3327	0
1440	0
2765	0
105	0
0	8
1378	0
2373	0
2332	0
1794	0
2104	0
1997	0
202	32
1233	32
2075	0
1954	0
965	0
2007	0
278	0
3424	0
1526	0
4844	0
884	0
622	0
757	0
2513	0
20061	0
2179	0
9213	0
1405	0
1348	0
1165	0
39187	0
5510	0
1937	0
2548	0
1955	0
1242	0
2559	0
1421	0
2214	0
1583	0
4179	6
3206	0
2795	0
4519	0
3476	0
2654	0
2840	0
2494	0
51361	1
964	0
84	0
26375	0
2057	0
2579	0
2896	0
1990	0
1767	0
2333	0
1546	0
2227	0
1962	0
2928	0
2107	0
29	0
3810	1
0	2
732	6960
6302	0
9032	0
961	0
6592	0
2191	0
3497	0
3886	0
2625	0
663	0
1476	0
713	0
1830	0
2646	0
55	0
943	0
859	0
419	0
20264	0
11841	0
4074	0
5247	0
1730	0
1523	0
4576	0
0	0
2010	0
2032	0
1608	0
1375	0
1847	0
596	0
2321	0
2563	0
1883	0
4384	0
1371	0
3273	0
1757	2435
0	2435
0	12739
30	116768
46	385139
0	100424
0	0
4317	0
5020	0
3347	0
6974	0
40	0
1634	0
2422	0
741	0
2133	0
1753	0
1625	0
1374	0
27987	423
27728	5426
15919	0
2102	0
2453	1
3002	0
2736	0
5298	0
19325	0
5315	0
1994	0
1942	0
1342	0
5722	0
2164	0
1540	0
0	0
2497	0
929	0
2047	0
3755	0
1748	0
40	0
995	0
1572	0
837	0
3764	0
320	0
4497	0
1563	0
1210	0
1336	0
2231	0
11358	0
591	0
1411	0
3608	0
0	13511
111	109352
94	377859
0	101326
5779	0
697	0
10798	0
2244	0
2887	0
2331	0
1103	0
2502	0
3690	0
1622	0
2587	0
4699	0
4120	0
3291	0
1	0
1325	0
2556	0
262	0
651	0
2424	0
4697	0
1513	0
730	0
1724	0
1455	0
1320	0
1850	0
3434	0
10442	0
2672	0
1968	0
2010	0
8689	0
3814	0
2744	0
2700	0
2024	0
1763	0
2355	0
8038	1
1047	0
2202	0
3	0
1805	0
928	0
4177	0
3955	0
3005	0
1657	650
1284	0
641	0
769	0
1555	0
0	1
0	103314
0	409126
971	0
1247	0
1852	0
1287	0
1107	0
3108	0
2162	0
1106	0
1386	0
2374	0
1336	0
3271	0
6005	0
3764	0
3086	0
1737	0
1224	0
3606	0
2234	0
4322	0
1211	0
1669	0
1579	0
2057	0
2	0
11674	0
148	34162
525	34162
83	0
75701	20050
6416	0
2211	0
5179	0
5230	0
0	8
2687	0
2257	0
1446	0
10076	0
17026	0
1719	0
1449	0
2687	0
1742	0
2022	0
2704	0
1611	0
0	6
3038	0
1564	0
6256	0
0	102659
28	410931
3543	1116
1531	0
5861	0
1019	0
2043	0
1540	0
5755	0
2638	0
78	0
1462	0
2156	0
1927	0
2593	0
2214	0
3704	0
638	0
3504	0
9458	0
1600	0
14692	0
2022	0
1270	0
1286	90145
1657	0
2408	0
8583	0
2100	0
2279	0
0	0
1593	0
1840	0
2124	0
7239	0
3386	0
2369	0
3690	0
6750	0
1570	0
245	0
702	0
1812	0
2630	0
3096	0
2363	0
5399	0
1418	0
1804	0
3145	0
2069	0
1667	0
1102	0
1433	0
15575	3857
2008	0
0	4
3035	0
1942	0
1827	0
2319	0
1264	0
3104	0
4575	0
919	0
4373	0
1785	0
9942	0
3166	0
1696	0
2178	0
372	0
1440	0
899	0
1590	0
1538	0
1388	0
2179	0
0	6
55	0
9003	6231
899	0
1467	0
13400	9672
2984	0
8190	0
2983	0
6387	0
3919	0
2775	0
2534	0
1678	0
1450	0
76	0
902	0
1115	0
5746	0
3597	0
1983	0
2738	0
2030	0
1323	0
1581	0
13190	200
21	0
1956	0
1754	0
4912	0
4006	0
4438	0
522	0
2615	0
1398	0
5597	0
1278	0
8784	0
1537	0
3135	0
2084	0
7991	0
896	0
676	0
2820	0
5752	0
818	0
1682	0
1551	0
3495	0
15210	0
2068	0
1450	0
13779	1164
673	0
34121	1707
791	0
281	0
1730	0
848	0
0	0
2750	0
10811	61
4526	0
638	0
847	3
2615	3
1048	0
788	0
4805	0
6058	0
3510	0
2543	0
1917	0
464	0
918	0
1583	0
6837	0
37802	0
35	0
546	0
4189	0
305	0
4431	0
2179	0
5069	0
3999	0
1225	0
3536	0
1140	0
838	0
779	0
2836	0
968	0
6190	0
2	3789
446	73760
374	50058
0	2803
19	2439
0	2282
2584	0
4213	0
152744	0
208	1533
87	571
1207	0
1064	46
3521	46
14624	0
1342	0
5295	0
880	0
2097	0
23683	0
840	0
865	0
6784	0
291	0
2088	0
2662	0
5	0
8284	3857
2142	0
2792	0
9838	0
1977	0
4	0
1	0
0	24
540	2437
689	0
13318	0
11523	0
3349	0
2230	0
1802	0
1061	0
5451	0
922	1
3258	0
4306	0
3761	3
51	0
3183	515
398	0
0	7
4018	0
7386	0
910	0
3705	0
516	0
0	8
20766	0
2822	0
3887	0
835	0
1988	0
2105	0
10740	0
244	0
54	0
2181	0
484	0
1607	0
1513	17
1647	0
2826	0
3795	0
68	0
3143	0
0	1
3708	0
7612	0
0	6
36	0
0	17
27334	0
142	0
2362	0
2289	0
1451	0
890	0
1277	0
5789	0
4072	0
1981	0
3155	0
4580	0
3978	0
3133	0
2571	0
987	0
2709	0
43	0
3542	0
5970	0
2906	0
116220	2912
0	20
5488	0
2417	0
3752	1482
0	1482
1417	0
1734	0
4426	0
2345	0
4819	0
4099	0
4695	0
6800	0
2106	0
6737	0
15091	0
5027	0
0	9
3448	0
2387	0
1225	0
1862	0
2667	0
4387	0
1770	0
1072	0
1990	0
4133	0
6459	0
4853	0
1206	0
2	522
635	522
245	0
2820	0
2424	0
2703	0
16664	0
3951	0
109	0
3669	0
2318	0
1748	0
3611	0
1258	0
4381	0
2077	0
1827	0
34129	0
3034	0
19	0
1007	0
23321	0
15916	1960
6638	5246
5294	0
623	0
2245	0
1286	144
1755	2104
2595	0
8824	1
4513	0
2528	0
2893	0
0	25
659	467
2339	0
3232	0
32037	0
12708	23
1061	0
4112	0
17964	0
8616	20082
1655	0
2376	0
0	15
1144	0
1701	0
2415	0
20	0
2819	0
4670	0
4450	190
9148	1825
2218	0
3383	0
275	0
199	0
12725	0
1064	0
2838	0
7307	0
2974	0
8860	0
187101	0
3837	0
1751	0
463	0
5696	0
2205	0
1205	0
1292	0
2805	0
4878	0
1235	0
4167	41076
7444	0
742	0
3569	0
873	0
2060	0
1874	0
6123	0
1570	0
2400	0
1522	0
2833	0
1234	0
1634	0
11585	7719
1416	0
2853	0
5743	0
164	0
6803	0
2323	0
17592	0
4755	0
1904	0
2351	0
1138	0
4550	0
3585	0
9876	1150
453	0
1835	0
1	0
7590	0
0	9
1399	0
62	0
0	58
5225	0
314	0
331	0
0	418091
221	1214
794	0
1129	0
2175	0
1111	0
2134	0
1626	0
47341	0
424	1419
264	1419
1938	0
4425	0
1702	0
3868	0
0	58
4534	0
3525	0
486	0
2673	0
3432	0
2274	0
2336	0
7378	0
7653	0
0	9
0	355639
0	102020
3402	0
2776	0
1770	0
2939	0
15415	0
3714	0
3251	0
2347	0
4139	0
723	0
2442	0
2186	0
1781	0
2325	0
10676	0
81	0
7042	0
34700	24
18489	0
828	0
1532	0
425	0
19	0
1234	0
1238	0
1107	0
328	0
2590	0
1000	0
4489	0
52	15
0	2663
12	69218
0	9554
0	9482
84	5198
7	16726
3	2048
3	4190
53	14166
11	697
81	1472
181	2500
21	4941
890	1373
626	0
1723	0
356	0
380	0
107	0
1904	13
2227	0
3194	0
3165	0
1864	0
8827	0
1580	0
3576	0
156	0
3022	0
544	0
40145	0
15401	0
8439	0
27	0
2499	0
1492	0
3486	0
2103	0
2106	0
4720	0
1481	0
2602	0
5839	0
1285	0
957	0
2001	0
2788	0
2087	0
6476	0
3984	0
1182	153
456	0
0	1
11472	0
770	0
1499	0
5256	0
79	0
17202	0
3977	0
424	0
334	0
964	1582
6383	1582
3702	467
1952	0
3323	0
5038	0
379	0
3207	0
867	0
0	14454
580	125746
1912	0
1455	0
2178	0
3080	0
2014	0
5623	0
1965	0
4680	0
1230	0
888	0
5074	0
6148	0
1271	0
0	0
303	0
20	0
2520	0
3674	0
5308	0
5604	0
1138	0
3243	0
1748	0
1	0
964	0
1605	0
1690	0
13	0
963	0
6389	0
4044	0
0	22
413	0
612	0
3124	0
1990	0
58642	0
2391	0
13483	24147
40	0
273	0
8453	0
169	0
3141	0
4539	0
280	768
405	768
0	6
813	0
7585	0
2294	0
2395	0
2948	0
1682	0
698	0
987	0
6994	0
926	0
1323	0
9744	0
2361	0
1174	0
5490	0
5794	0
4469	0
15488	0
125	0
2317	0
17	0
650	0
277	0
52	2637
51	45
248	568
218	0
68318	13609
7170	0
42582	0
559	0
344199	0
859	0
16917	0
4361	0
959	0
1045	0
86	750
0	750
6183	0
780	0
2281	0
13638	0
4582	0
1419	0
1939	0
2314	0
242	0
4483	0
1469	0
717	193
3	193
19395	0
2179	0
1666	0
2962	0
191	0
953	0
4317	0
2124	1
1715	0
848	0
0	58
3901	0
3673	0
3196	0
474	0
3842	0
2121	0
6008	0
1457	0
6003	0
2754	0
971	0
2365	0
2020	0
3437	0
1718	0
6613	0
3726	0
314	0
0	9
459	0
3618	0
0	15
17370	0
2610	1
8874	0
3395	0
3826	0
2045	0
4701	0
293	0
932	0
307	4972
0	742
0	4230
2127	0
2288	0
26124	1150
131	0
811	0
9247	0
1791	0
6349	0
365	0
4760	0
2070	0
1326	0
1950	0
1128	0
324	0
787	0
6069	0
3244	0
1310	0
273	0
1845	0
201	214
3724	214
1799	0
2294	0
2726	0
1370	0
3312	0
1046	0
1562	0
340	0
3176	0
5861	0
1836	0
2196	0
1550	0
2450	0
3251	0
79	0
14104	0
7274	7229
753	0
2386	0
2266	0
1273	0
1520	0
2611	0
3113	0
2337	0
270	0
8005	0
1526	0
2047	37965
1772	0
2875	0
1296	0
2912	0
1900	0
680	0
1477	0
4121	0
8796	0
1873	0
46300	0
6170	0
8322	0
3718	0
1656	0
0	0
62	0
24197	0
2699	0
2135	0
4751	0
1042	0
3702	0
1747	0
2459	0
1063	0
2157	0
5347	0
8089	0
1342	0
33371	0
522	0
2736	0
2163	0
169	0
1208	0
0	9
3710	0
1413	0
3460	0
2273	0
2524	0
2643	0
1950	0
1322	0
698	0
0	188
29	188
3017	0
1788	0
1276	0
2262	0
1670	0
3478	0
326	0
1423	0
880	0
3143	0
4585	0
7419	24460
54	0
15	0
639	0
5613	0
3283	0
1112	0
2387	0
1917	0
3063	0
1732	0
1101	0
995	0
26295	5368
879	0
1388	0
4678	0
2045	0
649	0
4201	0
39115	0
3701	0
1073	954
119	1200
0	17
1728	0
3352	0
6294	0
687	0
0	58
2395	0
1565	0
2728	0
84	28
1215	28
3304	0
7970	0
3152	0
9445	0
2280	0
6833	0
61	0
59	0
93	0
13915	3722
21915	0
1094	0
15012	0
4328	0
24305	0
2547	0
4644	0
8122	0
6661	0
2469	0
3314	0
912	0
1782	0
1600	0
100	0
2912	0
2406	1
11047	0
8415	0
1182	0
69954	0
95348	4327
6	0
88	0
9	0
3817	0
2332	0
1972	0
3123	0
1974	0
4544	0
2757	0
1997	0
1998	0
1301	0
2615	0
574	0
3732	0
3070	0
4546	0
2180	0
2585	0
2077	0
3118	0
1199	0
410	0
44	0
2357	1426
48	1426
7293	0
5811	0
1710	0
1369	2
0	26
2978	0
211	0
4343	0
21921	30
0	99240
0	373278
0	20
2493	0
3289	0
200	0
723	0
1857	1456
0	1456
17063	68
2723	0
13595	3801
331	0
148	0
784	0
5723	0
1195	0
0	414960
0	103023
126	0
932	0
2827	0
2146	0
2974	0
4858	0
140	0
3152	0
2548	0
2408	0
1314	0
723	0
473	0
694	0
3416	0
20853	0
2137	0
1516	0
1513	0
909	0
10	0
15865	0
13612	0
1461	0
1207	0
20907	0
1867	0
338	0
1646	0
1903	0
1354	0
2429	0
1400	0
1041	0
1052	0
1801	0
1698	0
5548	0
3306	0
1161	0
2142	0
3731	0
1906	0
4257	25028
17564	0
70	0
1691	2
1931	0
5468	0
556	0
0	6
3309	0
1116	0
3035	0
2090	0
16862	0
2714	0
1282	0
3701	0
956	0
1502	0
3662	0
1367	0
1936	0
4481	0
1347	0
1275	0
7673	0
5	0
6433	0
532	0
0	16
0	2358
668	6876
937	0
2290	0
1478	0
2127	0
6466	0
2548	0
17065	20094
5361	0
1315	0
0	41
1963	0
14	0
1557	0
864	0
0	8
13191	1475
1990	0
184	0
872	0
1997	0
784	0
6417	0
956	0
4753	0
1180	0
1682	0
5906	0
4666	0
4853	9331
1229	0
2856	0
1918	0
0	22
6059	0
0	5
242385	0
2303	0
2873	0
49	0
2913	0
12616	3722
1371	0
1663	0
1803	0
464	0
3033	0
43914	0
1306	0
3602	0
1764	0
10835	0
17843	0
977	0
39	356169
6298	0
2312	0
19	17
1829	0
1561	0
4728	0
1298	0
689	0
1547	0
2882	0
1218	0
1912	0
1728	0
705	0
51	0
19237	0
1753	0
8368	0
1408	0
27747	0
0	0
1022	0
1316	0
3376	0
8955	0
5801	0
2836	0
930	0
12158	0
0	0
5581	0
191560	261757
4607	0
1930	0
1817	0
3530	0
1345	0
3145	0
2457	0
2925	0
3244	0
6696	0
1659	0
54750	0
60	0
855	0
842	0
4143	0
2486	0
8765	0
3369	0
2670	0
858	0
391	0
19902	981
1237	0
1228	0
1230	0
0	24
6528	0
1954	0
1486	0
20	55
0	55
1416	0
2319	0
1181	0
620	0
999	0
26	0
4972	0
792	0
4768	0
2231	0
1910	0
3772	0
2601	0
71	0
3526	0
1322	0
3527	0
21922	0
178	0
2139	0
1371	0
5160	0
2359	0
2363	0
953	0
868	0
113	0
3553	0
1085	0
2878	0
6833	0
191610	220628
4264	0
0	6
1977	0
2892	0
3459	0
91297	0
3034	0
2102	0
1050	0
7618	0
995	0
9597	0
1694	0
5525	0
2218	0
1452	0
67	0
2533	0
1384	0
2679	0
2162	0
1406	0
13826	0
3240	0
2956	0
41980	0
1416	0
4100	0
13783	0
11030	0
729	180
1639	0
1197	0
26	518
11	3180
4393	10474
0	73755
170	38639
0	7015
27	0
3417	4619
18483	0
37	3751
120	6
1947	0
704	0
452	0
9	0
7489	0
2589	0
1699	0
31	0
7752	0
4496	0
13440	0
10532	12370
4091	0
2029	0
1688	0
2925	0
9562	0
11541	0
1217	0
3475	0
1309	0
2525	0
239	0
4090	0
3857	0
1997	0
119	0
2012	0
2625	0
28	0
26120	0
1095	0
1457	0
752	0
3219	0
765	0
883	0
0	593
0	4062
1488	0
4393	0
375	0
138	0
2616	0
3578	0
4036	0
4340	12167
2310	0
554	0
1038	0
2467	0
4799	0
4290	0
2775	0
7603	0
17680	0
104	0
3276	0
4085	0
17765	200
688	0
2325	0
1347	0
306	0
840	0
3943	0
1741	0
100694	0
16667	0
10963	0
0	22
10931	0
349	60
767	60
16	0
1908	0
3097	0
5564	0
6597	0
7899	0
5058	0
6439	0
5130	1
1679	0
3386	0
1649	0
1131	0
572	0
1282	0
4917	0
812	0
4159	0
13817	0
1866	0
1565	0
10958	0
1672	1176
864	1176
3625	0
2222	0
3037	0
2421	0
8656	0
3242	0
122	0
1526	0
2483	0
57412	86653
0	75487
0	79775
0	4724
1654	4724
2622	0
1846	0
1104	0
1404	0
980	0
1136	0
3286	0
13497	0
2890	0
1921	650
884	0
8132	0
3225	0
2210	0
18018	0
4888	0
2703	0
5669	0
4103	0
2463	0
2296	0
4084	0
2274	0
2163	0
95	0
2118	0
1889	0
2969	0
2287	0
1884	0
1459	0
1857	0
15	0
1465	0
1941	0
4038	0
1739	0
1785	0
2928	1795
144	0
13584	1442
3841	1146
2707	0
3856	0
4561	0
820	0
1010	0
2370	0
2301	0
4985	0
736	0
2132	0
2728	0
3871	0
616	0
3386	0
2742	0
17305	0
4315	0
2210	0
2269	0
382	0
2210	0
1166	0
2075	0
1522	0
2064	0
3101	0
2747	0
1306	0
0	1
135	0
281	0
987	0
973	0
879	0
92	0
2370	1
4744	0
1268	0
2323	0
1286	0
5596	0
238	0
1814	0
2011	0
36	768
10	768
153	0
321	0
50	0
4866	19764
3172	0
17497	0
1133	0
1179	0
7881	0
1239	0
587	0
1852	0
2419	0
1704	0
1505	0
164	0
1987	0
2100	0
14	0
897	0
204	0
2808	0
1310	0
278	0
10312	0
44563	0
5957	0
1239	0
2382	0
1524	0
852	0
909	0
1904	0
3052	0
1447	0
883	0
135	0
141274	220628
3498	0
287	0
4056	0
837	0
1078	0
24617	0
1253	0
0	4
1779	0
1238	0
27948	0
918	0
90	0
2045	0
1655	0
3861	0
536	0
10041	0
768	0
1923	0
16481	0
2021	0
2358	0
2849	0
1070	0
2112	0
6864	0
426	0
5974	0
3060	0
659	0
8206	33073
2139	0
2951	0
2809	0
2403	0
41871	0
1360	0
1377	0
609	878
0	39
0	102
48	0
2	50
3	220
142	373537
0	101672
82	0
92	0
116	4067
11342	3424
0	19823
0	38098
0	57597
138	2976
332	15
54	37
25	5052
176	830
87	77
207	638
4525	3743
1030	0
1146	0
1649	0
2723	0
231	0
2417	0
1619	0
275	0
828	0
1311	0
1660	0
1196	0
1299	0
644	0
4657	0
2043	0
1621	0
2663	0
525	0
3184	0
16318	11057
2220	0
1734	0
3991	0
2570	0
3946	0
5640	0
1993	0
1480	0
3225	0
3071	0
4012	0
4138	0
8	0
48	0
721	0
15045	8
357	0
1297	0
3799	0
2895	0
2211	0
1524	0
3711	0
5428	0
6056	0
5273	0
1490	0
17606	0
661	0
4764	0
3654	0
4142	0
18924	0
4469	0
2564	0
1128	0
6625	0
12366	0
1437	0
7364	0
4513	0
3363	0
2243	0
2924	153
0	149
