ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
lytic vacuole membrane	lytic vacuole membrane	222	-0.39928443681088	-1.60717124340417	0.000424027400936505	0.00698074739689913	0.00632046041421925	1774	tags=48%, list=29%, signal=35%	YDL199C/YGR141W/YML001W/YOL060C/YKR103W/YFL048C/YLR047C/YHR028C/YCR011C/YOR106W/YBR205W/YOR099W/YPL120W/YPL006W/YDR352W/YBR290W/YDR387C/YPL162C/YHR026W/YJR124C/YBR127C/YML121W/YBR074W/YDL180W/YHR039C-A/YBR041W/YOR270C/YJL012C/YNL293W/YFR021W/YDR284C/YLR240W/YGL114W/YLR241W/YHR175W/YBR077C/YBL089W/YGR125W/YEL051W/YMR195W/YGR106C/YOL075C/YBR207W/YNL101W/YLR001C/YDR456W/YLR447C/YDL128W/YPR170W-B/YKL080W/YPR156C/YEL027W/YEL013W/YGL124C/YJL145W/YER119C/YDR452W/YDR105C/YDR080W/YBR264C/YPL019C/YOR087W/YDR089W/YBR293W/YBR147W/YDL123W/YPR036W/YFL062W/YJL100W/YPL234C/YMR054W/YDR481C/YOR273C/YER123W/YDR135C/YGR163W/YNL336W/YCR023C/YMR243C/YMR221C/YNR013C/YLR360W/YDR107C/YNL217W/YIL088C/YAL022C/YCL038C/YJL097W/YJR001W/YIR007W/YNR061C/YIL047C/YAR028W/YHL035C/YMR266W/YOR316C/YCR044C/YLL051C/YPL265W/YNL234W/YDL054C/YKL175W/YEL017C-A/YML018C/YLR034C/YOL119C/YGR138C
mitochondrial respirasome assembly	mitochondrial respirasome assembly	63	0.685209347455306	1.99633536065065	0.000442534914010974	0.00724073997341883	0.00655586110908089	847	tags=46%, list=14%, signal=40%	YGL187C/YLR038C/YDR529C/YGL191W/YML081C-A/YGR174C/YGR183C/YLR295C/YPL189C-A/YBR269C/YJL062W-A/YER182W/YHR116W/YDR511W/YNR018W/YDR231C/YJR034W/YML129C/YJL180C/YLL009C/YML030W/YDR379C-A/YBR120C/YMR257C/YOL071W/YNL315C/YJR045C/YBL059C-A/YKL137W
monoatomic cation channel activity	monoatomic cation channel activity	24	0.818647390938932	2.04779423815075	0.000458677045731505	0.00745394451742207	0.00674889930454729	245	tags=58%, list=4%, signal=56%	YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YJR121W/YPL078C
carbohydrate catabolic process	carbohydrate catabolic process	92	0.620478402462219	1.90067654697958	0.000461155172618913	0.00745394451742207	0.00674889930454729	421	tags=27%, list=7%, signal=26%	YFR053C/YGR292W/YNR071C/YIL162W/YIL155C/YFR017C/YCL040W/YMR105C/YBR299W/YDL246C/YDR516C/YJR159W/YIL024C/YPR184W/YFL053W/YHL032C/YOL157C/YLR070C/YGR289C/YNL242W/YIL172C/YDL021W/YLR377C/YPR026W/YGL253W
nucleoside triphosphate biosynthetic process	nucleoside triphosphate biosynthetic process	28	0.803510465331906	2.04834629832658	0.000501595024715446	0.00805875861997648	0.0072965059397415	323	tags=57%, list=5%, signal=54%	YJL116C/YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YJR121W/YPL078C/YKL067W
branched-chain amino acid biosynthetic process	branched-chain amino acid biosynthetic process	13	-0.799098824537208	-1.85888819872764	0.00050736292258952	0.00810261625476796	0.00733621521853362	949	tags=85%, list=16%, signal=71%	YLR355C/YMR108W/YJR016C/YLR451W/YOR108W/YCL009C/YJR148W/YER086W/YHR208W/YNL104C/YGL009C
amine metabolic process	amine metabolic process	55	-0.582738606677885	-1.84562523421226	0.000514538715527208	0.00816830210899442	0.00739568805400636	811	tags=35%, list=13%, signal=30%	YMR042W/YML099C/YLR451W/YMR303C/YBL098W/YDR034C/YPL103C/YER090W/YMR020W/YGL202W/YGL026C/YNL311C/YBR145W/YKL211C/YDR354W/YIR017C/YJL060W/YDR253C/YLR134W
ribosome biogenesis	ribosome biogenesis	394	0.448612784073144	1.61402838184176	0.000716255033525223	0.0113032673042117	0.0102341267325248	1818	tags=53%, list=30%, signal=39%	YGR159C/YGR030C/YLR106C/YEL026W/YNL112W/YDL014W/YHR089C/YML010W/YPL183W-A/YLR438C-A/YIL070C/YJL122W/YLR150W/YLR204W/YLR439W/YKR057W/YLR222C/YHR021C/YNL209W/YNL110C/YER126C/YMR229C/YER006W/YJL191W/YLR074C/YDR418W/YOR167C/YCR051W/YCL054W/YOL077C/YNL061W/YBL004W/YOR293W/YDR447C/YDR378C/YGL029W/YOR369C/YPL143W/YML093W/YHR072W-A/YOL040C/YER036C/YPR132W/YOR145C/YIL137C/YOR294W/YMR143W/YGL030W/YDR457W/YDR500C/YPL217C/YGL135W/YPL220W/YCR087C-A/YPL249C-A/YOR287C/YLR009W/YMR128W/YPL012W/YHR148W/YER056C-A/YMR049C/YMR230W/YDL061C/YOL121C/YDL136W/YGL189C/YHR040W/YLR340W/YOL127W/YML073C/YOL010W/YAL035W/YLR068W/YGL078C/YDL031W/YDR083W/YHR081W/YPR041W/YHL025W/YGR162W/YOR078W/YDR064W/YLR185W/YGR214W/YHR052W/YKL143W/YKL082C/YDL083C/YMR290C/YLL008W/YHR034C/YER074W/YPL093W/YPR112C/YNL302C/YER131W/YIL148W/YJL109C/YDL208W/YNL213C/YHR088W/YOR234C/YKL203C/YHR170W/YDR025W/YLR075W/YDL063C/YJL136C/YDL229W/YGR150C/YLR197W/YDR299W/YPR137W/YOR096W/YDL191W/YGL171W/YFL023W/YDR324C/YDR060W/YJR002W/YGR169C/YCL031C/YHL015W/YBR267W/YOR185C/YJR123W/YDL153C/YPL204W/YML024W/YKL032C/YNL178W/YAL025C/YDR339C/YBL072C/YLR129W/YDL148C/YJL050W/YMR131C/YBR189W/YNL132W/YLR107W/YPR102C/YLR167W/YJL033W/YLR430W/YKR081C/YDR450W/YPL211W/YLR196W/YPL043W/YOR310C/YNL002C/YNR046W/YHR066W/YDL213C/YOR206W/YBL026W/YLR002C/YLR165C/YDL060W/YLR051C/YPL226W/YDR101C/YCR072C/YDR361C/YOR061W/YNL075W/YKL009W/YPL081W/YKL006W/YJR066W/YLR175W/YDR398W/YGR245C/YBL018C/YLR264W/YER002W/YLL011W/YGR145W/YOR056C/YGR103W/YCR047C/YGR271C-A/YDR091C/YJL177W/YBR048W/YHR196W/YHR064C/YHR168W/YMR093W/YPR143W/YDR496C/YAL059W/YBR247C/YHR197W/YNL147W/YCL059C/YER102W/YLR441C/YJR041C/YKL014C/YIR012W/YKL156W/YLR409C/YKR048C/YKL180W
polyol metabolic process	polyol metabolic process	42	0.741586963809341	2.04243570162915	0.000750777469196826	0.011778373590282	0.0106642942064243	660	tags=36%, list=11%, signal=32%	YEL070W/YNR073C/YIL155C/YPL201C/YDL246C/YJR159W/YFL053W/YHL032C/YDL022W/YJL153C/YDR173C/YER062C/YAL060W/YIL053W/YDR207C
ribosomal small subunit biogenesis	ribosomal small subunit biogenesis	147	0.55523992019986	1.82108559278257	0.000767402779179944	0.0119687907138767	0.0108367003720455	1814	tags=62%, list=30%, signal=44%	YGR159C/YEL026W/YDL014W/YKR057W/YLR222C/YHR021C/YMR229C/YJL191W/YOR167C/YBL004W/YDR447C/YDR378C/YOR369C/YML093W/YPR132W/YOR145C/YOR294W/YMR143W/YDR457W/YPL217C/YOR287C/YMR128W/YPL012W/YHR148W/YDL061C/YOL121C/YOL010W/YAL035W/YLR068W/YOR078W/YDR064W/YGR214W/YKL143W/YKL082C/YDL083C/YMR290C/YER074W/YPR112C/YNL302C/YJL109C/YDR025W/YJL136C/YLR197W/YDR299W/YPR137W/YOR096W/YGL171W/YDR324C/YJR002W/YCL031C/YHL015W/YJR123W/YDL153C/YPL204W/YML024W/YDR339C/YBL072C/YLR129W/YDL148C/YBR189W/YNL132W/YLR167W/YDR450W/YOR310C/YNR046W/YDL213C/YDL060W/YLR051C/YPL226W/YOR061W/YNL075W/YPL081W/YDR398W/YLR264W/YLL011W/YGR145W/YOR056C/YGR103W/YCR047C/YGR271C-A/YBR048W/YHR196W/YMR093W/YBR247C/YNL147W/YCL059C/YER102W/YLR441C/YKL156W/YLR409C/YKR048C
alditol metabolic process	alditol metabolic process	17	0.862257360302537	2.03106961827687	0.000779108076285299	0.0120807048805401	0.0109380289289992	588	tags=65%, list=10%, signal=59%	YEL070W/YNR073C/YIL155C/YPL201C/YDL246C/YJR159W/YFL053W/YHL032C/YDL022W/YER062C/YIL053W
carbon-nitrogen lyase activity	carbon-nitrogen lyase activity	14	-0.804149611628045	-1.91272358904895	0.00083487245802351	0.0128705482401659	0.0116531634846725	326	tags=43%, list=5%, signal=41%	YKL218C/YCL064C/YER086W/YMR095C/YMR096W/YHR018C
glutamine family amino acid metabolic process	glutamine family amino acid metabolic process	49	-0.576995921276849	-1.7973530974553	0.000849999411168362	0.0130284392504944	0.0117961200799771	463	tags=35%, list=8%, signal=32%	YOR323C/YER090W/YKL106W/YJL071W/YOL140W/YOR303W/YDL066W/YOR130C/YKL211C/YMR095C/YJR109C/YER069W/YMR062C/YOL058W/YJL088W/YMR096W/YHR018C
mitochondrial ribosome	mitochondrial ribosome	89	0.631043183491799	1.92182761692297	0.000868631265962999	0.0130883592447645	0.011850372430087	1850	tags=74%, list=31%, signal=52%	YFR049W/YNL185C/YML009C/YJL063C/YPL183W-A/YDR405W/YPR100W/YLR204W/YBL038W/YLR439W/YDR115W/YMR225C/YBR120C/YGL068W/YNR037C/YKL138C/YHR147C/YNL306W/YGR215W/YPR166C/YPL013C/YDR494W/YNR022C/YDR462W/YGR220C/YJL096W/YKR006C/YHR059W/YOR150W/YJR113C/YPL215W/YMR286W/YNL122C/YGR076C/YOR158W/YBL090W/YPL118W/YKL003C/YDR347W/YNR036C/YBR282W/YEL050C/YPL173W/YDR116C/YNL252C/YDR322W/YKL170W/YMR193W/YDR036C/YBR146W/YDR041W/YPL132W/YLR312W-A/YKR085C/YDR194C/YDR237W/YDR337W/YBR122C/YBR268W/YCR046C/YHL004W/YCR071C/YER050C/YMR158W/YGR084C/YBR251W
organellar ribosome	organellar ribosome	89	0.631043183491799	1.92182761692297	0.000868631265962999	0.0130883592447645	0.011850372430087	1850	tags=74%, list=31%, signal=52%	YFR049W/YNL185C/YML009C/YJL063C/YPL183W-A/YDR405W/YPR100W/YLR204W/YBL038W/YLR439W/YDR115W/YMR225C/YBR120C/YGL068W/YNR037C/YKL138C/YHR147C/YNL306W/YGR215W/YPR166C/YPL013C/YDR494W/YNR022C/YDR462W/YGR220C/YJL096W/YKR006C/YHR059W/YOR150W/YJR113C/YPL215W/YMR286W/YNL122C/YGR076C/YOR158W/YBL090W/YPL118W/YKL003C/YDR347W/YNR036C/YBR282W/YEL050C/YPL173W/YDR116C/YNL252C/YDR322W/YKL170W/YMR193W/YDR036C/YBR146W/YDR041W/YPL132W/YLR312W-A/YKR085C/YDR194C/YDR237W/YDR337W/YBR122C/YBR268W/YCR046C/YHL004W/YCR071C/YER050C/YMR158W/YGR084C/YBR251W
mitochondrial translation	mitochondrial translation	141	0.567074187275804	1.85342106744256	0.000867618326708067	0.0130883592447645	0.011850372430087	1850	tags=66%, list=31%, signal=47%	YJL102W/YJL062W-A/YNL185C/YLR069C/YML009C/YJL063C/YPL183W-A/YGR021W/YHR038W/YDR405W/YPR100W/YLR204W/YLR382C/YBL038W/YLR439W/YML129C/YDR115W/YMR225C/YBR120C/YGL068W/YNR037C/YKL138C/YMR257C/YHR147C/YNL306W/YGR215W/YPR166C/YPL013C/YDR494W/YNR022C/YJR045C/YDR462W/YOR187W/YGR220C/YJL096W/YKR006C/YHR059W/YOR150W/YJR113C/YPL215W/YMR286W/YNL122C/YBR185C/YOL023W/YGR076C/YOR158W/YNL073W/YHR091C/YDR282C/YBL090W/YPL118W/YBR121C/YKL003C/YDR347W/YNR036C/YBR282W/YEL050C/YPL173W/YDR116C/YNR045W/YNL252C/YDR322W/YOR354C/YKL170W/YMR193W/YDR036C/YGR102C/YBR146W/YIL051C/YER153C/YDR041W/YLR312W-A/YDR332W/YKR085C/YMR293C/YPL097W/YLR067C/YLR203C/YDR194C/YDR237W/YDR337W/YMR282C/YBR122C/YPL104W/YBR268W/YCR046C/YHL004W/YCR071C/YER050C/YMR158W/YGR084C/YGR222W/YBR251W
organic cation transmembrane transporter activity	organic cation transmembrane transporter activity	39	-0.616826927813347	-1.81993914676293	0.000886955031378182	0.0132893767903686	0.012032376357076	1258	tags=59%, list=21%, signal=47%	YGL077C/YBR043C/YBL089W/YNL101W/YDL119C/YER119C/YBR147W/YOR273C/YNL003C/YIL088C/YJR001W/YPR058W/YEL063C/YKR039W/YBR104W/YOR130C/YLR237W/YIL121W/YHL016C/YLL055W/YPL274W/YGR055W/YHL036W
mitochondrial protein-containing complex	mitochondrial protein-containing complex	161	0.547948974899817	1.81308764369252	0.000957756268427669	0.0142700333402044	0.012920275682288	1399	tags=52%, list=23%, signal=41%	YGR243W/YBL030C/YBL045C/YKL141W/YML091C/YCL057C-A/YNL185C/YFL036W/YML009C/YKR016W/YOR045W/YFR011C/YJL063C/YPL183W-A/YMR056C/YDR405W/YPR100W/YBR262C/YLR204W/YHR005C-A/YBL038W/YLR439W/YEL020W-A/YKL133C/YNR017W/YDR115W/YMR225C/YBR120C/YGL068W/YNR037C/YOL026C/YJR135W-A/YKL138C/YPR133W-A/YHR147C/YNL306W/YGR215W/YPR166C/YNL100W/YKL192C/YPL013C/YDR494W/YNR022C/YJR045C/YGL080W/YOR330C/YGR181W/YDR462W/YGR231C/YGR220C/YJL096W/YKR006C/YHR059W/YOR150W/YMR089C/YJR113C/YPL215W/YMR286W/YGR132C/YNL122C/YGR076C/YOR158W/YGR082W/YBL090W/YPL118W/YKL003C/YDR347W/YNR036C/YBR282W/YEL050C/YPL173W/YDR116C/YCL044C/YNL070W/YNL252C/YDR322W/YKL170W/YMR193W/YDR036C/YER017C/YBR146W/YKR065C/YMR115W/YDR041W
primary alcohol metabolic process	primary alcohol metabolic process	35	-0.607993806860794	-1.76653568175729	0.00105030697020983	0.0155620482752756	0.0140900829804757	515	tags=40%, list=9%, signal=37%	YPL103C/YJR156C/YDL080C/YER073W/YOR143C/YPL258C/YPL214C/YBR145W/YOL055C/YBR240C/YCR020C/YPR121W/YLR134W/YGR144W
aspartate family amino acid catabolic process	aspartate family amino acid catabolic process	11	-0.817704038680682	-1.85123876553785	0.00111782876029665	0.0164709906282384	0.0149130513295755	318	tags=64%, list=5%, signal=60%	YLR027C/YKL106W/YCL064C/YER086W/YIR034C/YAL012W/YDR502C
monoatomic ion homeostasis	monoatomic ion homeostasis	181	-0.412069701062795	-1.6146640818343	0.00119997425434452	0.0175842381117409	0.0159210002282611	1271	tags=34%, list=21%, signal=27%	YKR021W/YGR092W/YCL073C/YHR175W/YMR177W/YJR040W/YEL051W/YGR106C/YOL152W/YBR207W/YDR456W/YLR447C/YDL128W/YNL259C/YPR170W-B/YKL080W/YEL027W/YGL095C/YOR087W/YOL101C/YDR205W/YPR036W/YNR021W/YER053C/YLR214W/YPL234C/YMR054W/YDR270W/YGL071W/YPL135W/YMR243C/YNL031C/YDL142C/YGL008C/YDR107C/YOR079C/YOL001W/YOL002C/YPL202C/YDR098C/YGR029W/YJL059W/YMR134W/YOR316C/YOR381W/YCR044C/YLL051C/YOR226C/YOR384W/YLR136C/YKL220C/YMR301C/YDL198C/YKL175W/YLR034C/YEL065W/YMR058W/YJR005C-A/YHL040C/YOL158C/YHL047C
proton-transporting two-sector ATPase complex	proton-transporting two-sector ATPase complex	32	0.769912101559417	2.01149913306759	0.00133306255833299	0.0194277477763612	0.0175901381007529	245	tags=44%, list=4%, signal=42%	YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR298C/YKL016C/YJR121W/YPL078C
mitochondrial respiratory chain complex assembly	mitochondrial respiratory chain complex assembly	54	0.685125319675151	1.96062122141837	0.00137363261425949	0.0199102075121199	0.0180269634846183	1533	tags=70%, list=25%, signal=53%	YGL187C/YLR038C/YDR529C/YGR174C/YGR183C/YPL189C-A/YBR269C/YJL062W-A/YER182W/YHR116W/YDR511W/YNR018W/YDR231C/YKL053C-A/YJR034W/YML129C/YLL009C/YML030W/YDR379C-A/YBR120C/YMR257C/YOL071W/YJR045C/YBL059C-A/YKL137W/YER058W/YPL215W/YDR381C-A/YDR322W/YER153C/YMR244C-A/YPL132W/YLR077W/YDR493W/YBL022C/YLL018C-A/YLR067C/YLR203C
tetrahydrofolate interconversion	tetrahydrofolate interconversion	15	-0.754755497270534	-1.81419734803463	0.00141268500052414	0.0202560800881607	0.0183401210594362	527	tags=40%, list=9%, signal=37%	YNL256W/YKR080W/YGR267C/YGR204W/YGL125W/YLR058C
tetrahydrofolate metabolic process	tetrahydrofolate metabolic process	15	-0.754755497270534	-1.81419734803463	0.00141268500052414	0.0202560800881607	0.0183401210594362	527	tags=40%, list=9%, signal=37%	YNL256W/YKR080W/YGR267C/YGR204W/YGL125W/YLR058C
cellular modified amino acid biosynthetic process	cellular modified amino acid biosynthetic process	25	-0.68296656731192	-1.83892532096787	0.00148160226059732	0.0211306589786795	0.0191319762781326	838	tags=48%, list=14%, signal=42%	YOR241W/YBR176W/YKL132C/YIL145C/YOL049W/YNL256W/YKR080W/YMR020W/YHR063C/YGR267C/YJL101C/YPR167C
nucleoside triphosphate metabolic process	nucleoside triphosphate metabolic process	69	0.655357833530036	1.92325729501992	0.00157637634739109	0.0223627431834683	0.020247521505684	421	tags=32%, list=7%, signal=30%	YFR053C/YJL116C/YPL271W/YOL077W-A/YML081C-A/YBR039W/YDL004W/YCL040W/YLR295C/YBL099W/YDR377W/YDR322C-A/YPR020W/YDR516C/YDR298C/YKL016C/YJR121W/YPL078C/YKL067W/YDL021W/YLR377C/YGL253W
inorganic molecular entity transmembrane transporter activity	inorganic molecular entity transmembrane transporter activity	176	0.525926861951769	1.74978595788043	0.00158805506005378	0.0224092214029811	0.0202896034963151	305	tags=26%, list=5%, signal=26%	YDR342C/YEL069C/YDR343C/YHR001W-A/YGL187C/YNL052W/YMR256C/YLR038C/YDR529C/YLR395C/YEL024W/YJR077C/YKL217W/YFL011W/YHR096C/YPL271W/YJL166W/YPR192W/YOL077W-A/YGL191W/YML081C-A/YBR039W/YBL045C/YFR033C/YDR536W/YDL004W/YGR183C/YLR295C/YHR051W/YPR191W/YBL099W/YPL036W/YDR377W/YDR322C-A/YPR020W/YDR298C/YNR072W/YKL016C/YBR298C/YJR121W/YNL318C/YOR065W/YPL078C/YBR296C/YNR002C/YDL067C
active transmembrane transporter activity	active transmembrane transporter activity	149	0.54200547317715	1.78205192622512	0.00166898516134109	0.023427281185772	0.0212113682000912	307	tags=25%, list=5%, signal=24%	YDR342C/YEL069C/YDR343C/YHR001W-A/YGL187C/YNL052W/YMR256C/YLR038C/YDR529C/YBL030C/YLR395C/YEL024W/YJR077C/YKL217W/YPL134C/YFL011W/YHR096C/YJL166W/YGL191W/YBR039W/YBL045C/YFR033C/YDR536W/YGR183C/YHR051W/YPR191W/YPL036W/YNR072W/YBR021W/YBR298C/YJR121W/YNL318C/YOR065W/YPL078C/YBR296C/YDL067C/YPL147W
mitochondrial gene expression	mitochondrial gene expression	166	0.526949289141271	1.75462707130339	0.00169546330971512	0.0236743489372263	0.0214350665885174	1850	tags=62%, list=31%, signal=44%	YML091C/YJL102W/YJL062W-A/YNL185C/YFL036W/YLR069C/YML009C/YJL063C/YPL183W-A/YGR021W/YHR038W/YGL236C/YDR405W/YPR100W/YLR204W/YLR382C/YBL038W/YLR439W/YML129C/YDR115W/YMR225C/YBR120C/YGL068W/YNR037C/YKL138C/YMR257C/YHR147C/YNL306W/YGR215W/YPR166C/YPL013C/YDR494W/YNR022C/YJR045C/YDR462W/YOR187W/YGR220C/YJL096W/YKR006C/YHR059W/YOR150W/YJR113C/YPL215W/YMR030W/YMR286W/YNL122C/YBR185C/YOL023W/YGR076C/YOR158W/YNL073W/YHR091C/YDR282C/YGR150C/YBL090W/YKR079C/YPL118W/YBR121C/YKL003C/YDR347W/YNR036C/YBR282W/YEL050C/YPL173W/YDR116C/YNR045W/YOR017W/YNL252C/YDR322W/YOR354C/YKL170W/YMR193W/YDR036C/YGR102C/YBR146W/YIL051C/YER153C/YDR041W/YLR312W-A/YDR332W/YKR085C/YMR293C/YPL097W/YPL029W/YLR067C/YLR203C/YDR194C/YDR237W/YDR337W/YJL023C/YMR282C/YBR122C/YPL104W/YBR268W/YCR046C/YHL004W/YCR071C/YER050C/YPR116W/YMR158W/YGR084C/YGR222W/YBR251W
preribosome	preribosome	169	0.521805339538973	1.7404758508065	0.00176425345712367	0.0245065831778585	0.0221885824048339	1871	tags=68%, list=31%, signal=48%	YEL026W/YDL014W/YLR222C/YNL110C/YER126C/YMR229C/YER006W/YJL191W/YLR074C/YCL054W/YOL077C/YNL061W/YBL004W/YGL029W/YML093W/YOR145C/YOR294W/YMR143W/YDR500C/YPL217C/YOR287C/YLR009W/YMR128W/YPL012W/YHR148W/YER056C-A/YMR049C/YDL136W/YGL189C/YLR340W/YOL127W/YOL010W/YGL078C/YDL031W/YDR083W/YOR078W/YDR064W/YLR185W/YGR214W/YHR052W/YKL143W/YMR290C/YLL008W/YPL093W/YPR112C/YER131W/YJL109C/YHR088W/YDR025W/YLR197W/YDR299W/YPR137W/YOR096W/YDL191W/YGL171W/YDR324C/YDR060W/YJR002W/YCL031C/YBR267W/YJR123W/YDL153C/YPL204W/YNL178W/YAL025C/YDR339C/YBL072C/YLR129W/YDL148C/YBR189W/YNL132W/YJL033W/YKR081C/YPL211W/YOR310C/YNL002C/YHR066W/YDL213C/YOR206W/YLR002C/YDL060W/YLR051C/YDR101C/YOR061W/YNL075W/YKL009W/YPL081W/YLR175W/YDR398W/YER002W/YLL011W/YGR145W/YOR056C/YGR103W/YGR271C-A/YDR471W/YJL177W/YBR048W/YHR196W/YMR093W/YPR143W/YDR496C/YAL059W/YBR247C/YLR003C/YCL059C/YER102W/YLR441C/YDR174W/YLR409C/YKL180W/YOL041C/YPL090C/YJR145C/YCR031C
vitamin transport	vitamin transport	11	-0.801698171390673	-1.81500232716691	0.0018880828860197	0.0260907619534432	0.0236229186830062	357	tags=55%, list=6%, signal=51%	YGR065C/YOR306C/YOR192C/YLR237W/YGL186C/YOL119C
zinc ion transport	zinc ion transport	10	-0.824885143835052	-1.8508869741032	0.00202014541258107	0.027771792862648	0.0251449461555126	849	tags=90%, list=14%, signal=77%	YDR205W/YMR243C/YOR079C/YNR039C/YMR319C/YOR316C/YGL255W/YKL175W/YLR130C
amino acid transmembrane transport	amino acid transmembrane transport	52	-0.552591677308301	-1.74180140042698	0.00216287429196623	0.0295814653162766	0.0267834473725805	511	tags=37%, list=8%, signal=34%	YIL088C/YDR090C/YCL038C/YJR001W/YPR058W/YJL059W/YEL063C/YPL265W/YKR039W/YDR046C/YBR104W/YOR130C/YIL121W/YLL055W/YOR222W/YLL061W/YPL274W/YGR055W/YHL036W
cytosolic small ribosomal subunit	cytosolic small ribosomal subunit	60	0.639187255058429	1.85727981284889	0.00221915331641861	0.0301963361984103	0.0273401595481433	1984	tags=85%, list=33%, signal=58%	YLR367W/YNL007C/YGR027C/YOR182C/YKR057W/YHR021C/YJL191W/YOR167C/YLR287C-A/YOR293W/YDR447C/YOR369C/YOL040C/YPR132W/YCR077C/YMR143W/YMR230W/YDL061C/YOL121C/YGL189C/YAL035W/YDR064W/YGR214W/YDL083C/YER074W/YNL302C/YER131W/YDR025W/YJL136C/YOR096W/YHL015W/YJR123W/YML024W/YNL178W/YBL072C/YBR189W/YLR167W/YMR116C/YDR450W/YPL081W/YLR264W/YBR048W/YER102W/YLR441C/YKL156W/YPL090C/YJR145C/YCR031C/YJL190C/YLR333C/YML063W
amino acid transmembrane transporter activity	amino acid transmembrane transporter activity	53	-0.543544357553938	-1.72020575476605	0.00226486530102491	0.0306619074001698	0.0277616938314248	511	tags=34%, list=8%, signal=31%	YIL088C/YDR090C/YCL038C/YJR001W/YPR058W/YEL063C/YPL265W/YKR039W/YDR046C/YBR104W/YOR130C/YIL121W/YLL055W/YOR222W/YLL061W/YPL274W/YGR055W/YHL036W
ribonucleoprotein complex biogenesis	ribonucleoprotein complex biogenesis	490	0.403363783693848	1.46961243403431	0.00230075935229085	0.030990531275554	0.0280592342060351	2061	tags=53%, list=34%, signal=38%	YGR159C/YGR030C/YLR106C/YEL026W/YNL112W/YDL014W/YHR089C/YML010W/YPL183W-A/YPL119C/YLR438C-A/YIL070C/YJL122W/YLR150W/YLR204W/YLR439W/YKR057W/YLR222C/YHR021C/YNL209W/YDR429C/YNL110C/YER126C/YMR229C/YER006W/YJL191W/YLR074C/YDR418W/YOR167C/YCR051W/YCL054W/YPL240C/YNL244C/YOL077C/YNL061W/YBL004W/YOR293W/YDR447C/YKR059W/YDR378C/YGL029W/YOR369C/YPL143W/YML093W/YHR072W-A/YOL139C/YOL040C/YER036C/YPR132W/YCR077C/YOR145C/YIL137C/YMR309C/YOR294W/YMR143W/YGL030W/YDR457W/YDR500C/YPL217C/YGL135W/YPL220W/YCR087C-A/YPL249C-A/YOR287C/YLR009W/YMR128W/YPL012W/YHR148W/YER056C-A/YMR049C/YMR230W/YDL061C/YOL121C/YDL136W/YGL189C/YHR040W/YLR340W/YER025W/YOL127W/YML073C/YOL010W/YAL035W/YLR068W/YGL078C/YDL031W/YDR083W/YHR081W/YPR041W/YHL025W/YGR162W/YOR078W/YDR064W/YLR185W/YGR214W/YHR052W/YAL032C/YKL143W/YMR260C/YKL082C/YDL083C/YMR290C/YLL008W/YHR034C/YER074W/YPL093W/YHR165C/YPR112C/YNL302C/YER131W/YIL148W/YJL109C/YDL208W/YNL213C/YHR088W/YOR234C/YKL203C/YHR170W/YPR163C/YDR025W/YLR075W/YDL063C/YJL136C/YDL229W/YGR150C/YLR197W/YDR299W/YPR137W/YOR096W/YDL191W/YGL171W/YFL023W/YDR324C/YDR060W/YJR002W/YGR169C/YCL031C/YHL015W/YBR267W/YOR185C/YJR123W/YDL153C/YPL204W/YML024W/YKL032C/YMR186W/YNL178W/YAL025C/YDR339C/YBL072C/YLR129W/YDL148C/YJL050W/YMR131C/YBR189W/YNL132W/YLR107W/YPR102C/YLR167W/YDR190C/YLR116W/YJL033W/YLR430W/YMR146C/YBR079C/YKR081C/YDR450W/YPL211W/YOR361C/YLR196W/YPL043W/YOR310C/YNL002C/YNR046W/YHR066W/YDL213C/YPR094W/YOR206W/YBL026W/YLR002C/YLR165C/YDL060W/YLR051C/YPL226W/YDR101C/YCR072C/YDR361C/YOR061W/YNL075W/YKL009W/YPR182W/YPL081W/YKL006W/YJR066W/YLR175W/YDR398W/YGR245C/YBL018C/YLR264W/YER002W/YLL011W/YGR145W/YOR056C/YGR103W/YCR047C/YLR147C/YGR271C-A/YDR091C/YJL177W/YBR048W/YHR196W/YHR064C/YHR168W/YMR093W/YPR143W/YDR496C/YAL059W/YBR247C/YDL043C/YHR197W/YNL147W/YCL059C/YER102W/YLR441C/YJR041C/YKL014C/YIR012W/YKL156W/YLR409C/YKR048C/YKL180W/YOL041C/YKL173W/YPL090C/YKR024C/YCR031C/YGL064C/YPR016C/YMR194W/YGL120C/YGL076C/YPL193W/YMR216C/YOR001W/YLR059C/YER082C/YML063W/YPL237W/YOR204W/YGR081C/YNL182C/YLL045C/YKR094C/YPL235W/YDR312W/YLR029C/YOR272W/YKL172W/YOR159C/YIL115C/YKL095W/YDL209C
