ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	comparison
respiratory chain complex [GO:0098803]	respiratory chain complex [GO:0098803]	36/316	41/5915	0.878048780487805	16.4356282803334	23.5601600448838	1.30661905004874e-41	2.57403952859603e-39	2.25563709692625e-39	YDR119W-A/YKL148C/YGL187C/YLL041C/YBR039W/YJR121W/YHR001W-A/YBL099W/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YGL191W/YKL141W/YMR256C/YFR033C/YDL004W/YNL052W/YML081C-A/YDR298C/YDR377W/YPR191W/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YLR295C/YPL078C/YOL077W-A/YOR065W/YDR322C-A/YGR183C/YPR020W/YDL067C	36	primary_UP_GOslim
generation of precursor metabolites and energy [GO:0006091]	generation of precursor metabolites and energy [GO:0006091]	50/316	145/5915	0.344827586206897	6.45460497599302	15.7975000908126	1.64512507088062e-28	1.62044819481741e-26	1.42000269276012e-26	YFR053C/YKL148C/YOR178C/YGL187C/YLL041C/YHR001W-A/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YBL030C/YKL085W/YGL191W/YKL141W/YGR256W/YMR256C/YFR033C/YNL052W/YER054C/YCL040W/YPR191W/YPR184W/YML120C/YBR117C/YGR244C/YMR081C/YLR395C/YHR051W/YDL085W/YOR065W/YGR087C/YPL061W/YIL057C/YDR148C/YIL024C/YGR183C/YIL125W/YAL054C/YKL093W/YEL011W/YMR105C/YMR145C/YEL039C/YFR049W/YDL067C/YOR374W/YER067W/YJR048W/YJR120W	50	primary_UP_GOslim
cellular respiration [GO:0045333]	cellular respiration [GO:0045333]	32/316	76/5915	0.421052631578947	7.88141239173884	14.3431358344142	1.35058891684731e-21	8.86886722063066e-20	7.77180990747224e-20	YKL148C/YGL187C/YLL041C/YHR001W-A/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YBL030C/YKL085W/YGL191W/YKL141W/YMR256C/YFR033C/YNL052W/YPR191W/YML120C/YGR244C/YMR081C/YLR395C/YHR051W/YOR065W/YDR148C/YGR183C/YIL125W/YKL093W/YEL039C/YFR049W/YDL067C/YJR048W/YJR120W	32	primary_UP_GOslim
mitochondrion [GO:0005739]	mitochondrion [GO:0005739]	120/316	1055/5915	0.113744075829384	2.1291019257304	9.61103615414502	2.07598157431459e-18	1.02242092534993e-16	8.95949942598927e-17	YFR053C/YDR343C/YDR119W-A/YKL148C/YHR008C/YNL144C/YIL136W/YJR077C/YKL217W/YGL187C/YLL041C/YBR039W/YIL155C/YJR121W/YAL062W/YHR001W-A/YMR118C/YBL099W/YBL045C/YNL195C/YDR178W/YDR529C/YEL024W/YDL222C/YAL039C/YDL048C/YJL166W/YBL030C/YKL085W/YDR070C/YGL191W/YKL141W/YPL134C/YMR256C/YFR033C/YGR236C/YDR077W/YDL004W/YPL036W/YNL052W/YML081C-A/YHL032C/YFL011W/YDR298C/YKL150W/YDR377W/YBL015W/YPR191W/YPR184W/YGR243W/YML120C/YGR244C/YGR174C/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YLR295C/YPL078C/YOL077W-A/YDL085W/YOR065W/YMR110C/YDL174C/YPL061W/YML091C/YBL064C/YDL181W/YOR215C/YDL130W-A/YDR148C/YDR322C-A/YGR183C/YFL036W/YIL125W/YCR079W/YAL054C/YML128C/YJL102W/YDR155C/YBR203W/YCR083W/YJL062W-A/YBR230C/YBR072W/YNL135C/YPR020W/YMR145C/YER182W/YCL057C-A/YEL039C/YLR069C/YKR016W/YDR150W/YOL109W/YFR049W/YJL133C-A/YNL185C/YIR038C/YKR049C/YKL067W/YOR356W/YML009C/YDL067C/YNR002C/YDR342C/YEL034W/YBR269C/YNL318C/YOR374W/YIL162W/YLR154W-C/YLR106C/YMR252C/YHR116W/YNL112W/YGR159C/YPR061C/YJR048W	120	primary_UP_GOslim
proton-transporting ATP synthase complex [GO:0045259]	proton-transporting ATP synthase complex [GO:0045259]	14/316	15/5915	0.933333333333333	17.4704641350211	15.172405075474	1.67066120179882e-17	6.58240513508735e-16	5.76817762305277e-16	YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YDR322C-A/YPR020W	14	primary_UP_GOslim
oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]	52/316	285/5915	0.182456140350877	3.41527870308683	9.92806134968141	8.82526828861204e-16	2.89762975476095e-14	2.53919999882873e-14	YEL070W/YNR073C/YKL148C/YHR008C/YGL187C/YLL041C/YIL155C/YAL062W/YHR001W-A/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YKL085W/YGL191W/YKL141W/YGR256W/YMR256C/YFR033C/YNL052W/YKL150W/YPR191W/YGR088W/YML120C/YLR038C/YLR395C/YHR051W/YDL085W/YOR065W/YMR110C/YDL174C/YPL061W/YJL026W/YPL171C/YPR037C/YDR148C/YKL026C/YGR183C/YIL125W/YCR083W/YJR159W/YMR145C/YDL246C/YFR049W/YJR070C/YIR038C/YDL067C/YKL107W/YOR374W/YLR070C/YMR015C	52	primary_UP_GOslim
transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]	54/316	334/5915	0.161676646706587	3.02632077616918	9.05637479076273	4.87422345786067e-14	1.37174574456936e-12	1.20206413096113e-12	YDR343C/YJR077C/YKL217W/YHR096C/YGL187C/YBR039W/YEL069C/YJR121W/YHR001W-A/YBL099W/YBL045C/YDR529C/YEL024W/YDR536W/YJL166W/YBL030C/YGL191W/YPL134C/YMR256C/YFR033C/YDL004W/YPL036W/YNL052W/YML081C-A/YFL011W/YDR298C/YBR298C/YDR377W/YPR191W/YGR243W/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YBR021W/YLR295C/YPL078C/YOL077W-A/YOR065W/YDR322C-A/YGR183C/YPR020W/YNR072W/YBL042C/YLL026W/YBR296C/YDL067C/YNR002C/YDR342C/YPL147W/YNL318C/YOR348C/YPR192W	54	primary_UP_GOslim
respiratory chain complex III [GO:0045275]	respiratory chain complex III [GO:0045275]	9/316	9/5915	1	18.7183544303797	12.6365024510058	3.17913692692174e-12	7.82862468254479e-11	6.86024284230481e-11	YHR001W-A/YBL045C/YDR529C/YEL024W/YJL166W/YFR033C/YPR191W/YOR065W/YGR183C	9	primary_UP_GOslim
respiratory chain complex IV [GO:0045277]	respiratory chain complex IV [GO:0045277]	9/316	10/5915	0.9	16.8465189873418	11.91387096318	3.03040757830873e-11	6.63322547696466e-10	5.81271161219452e-10	YDR119W-A/YGL187C/YGL191W/YMR256C/YNL052W/YLR038C/YLR395C/YHR051W/YDL067C	9	primary_UP_GOslim
carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	29/316	149/5915	0.194630872483221	3.64316965423498	7.76264673224354	6.84947478261387e-10	1.34934653217493e-08	1.18243564668281e-08	YFR053C/YKR097W/YGR292W/YDL049C/YOR178C/YIL155C/YHL032C/YER054C/YCL040W/YDR516C/YPR184W/YGR087C/YPL061W/YIL024C/YJR159W/YBR299W/YEL011W/YMR105C/YDL246C/YPL201C/YLL026W/YHR043C/YOL157C/YOR374W/YIL162W/YLR070C/YNL117W/YFL053W/YLR308W	29	primary_UP_GOslim
transposition [GO:0032196]	transposition [GO:0032196]	10/316	16/5915	0.625	11.6989715189873	10.1798596945921	9.9087846113727e-10	1.77457324403675e-08	1.5550628481006e-08	YAR010C/YGR027W-A/YDR316W-A/YDR098C-A/YML045W-A/YPR158C-C/YGR038C-A/YER159C-A/YNL284C-A/YDR365W-A	10	primary_UP_GOslim
carbohydrate transport [GO:0008643]	carbohydrate transport [GO:0008643]	11/316	29/5915	0.379310344827586	7.10006547359232	7.82262180398736	1.23918923736158e-07	2.03433566466859e-06	1.78269328883596e-06	YFR053C/YDR343C/YHR096C/YEL069C/YDR277C/YDR536W/YFL011W/YCL040W/YNR072W/YDR342C/YNL318C	11	primary_UP_GOslim
nucleobase-containing small molecule metabolic process [GO:0055086]	nucleobase-containing small molecule metabolic process [GO:0055086]	28/316	203/5915	0.137931034482759	2.58184199039721	5.44811149826674	2.75263786163372e-06	4.17130506724495e-05	3.65532477172413e-05	YFR053C/YJL116C/YBR039W/YJR121W/YBL099W/YGR256W/YDL004W/YML081C-A/YDR298C/YDR377W/YCL040W/YBR117C/YGR244C/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YPL061W/YJL026W/YDR322C-A/YAL054C/YDR399W/YMR105C/YPR020W/YGL037C/YKL067W/YOR374W	28	primary_UP_GOslim
cellular component [GO:0005575]	cellular component [GO:0005575]	62/316	656/5915	0.0945121951219512	1.76911276628589	4.96271485075801	3.33317709173765e-06	4.69025633623084e-05	4.11008303041334e-05	YEL070W/YNR073C/YNR071C/YMR206W/YGR201C/YDR277C/YBR298C/YPL054W/YHR138C/YMR081C/YHR139C/YPL171C/YMR107W/YJR115W/YMR175W-A/YAR020C/YKL093W/YJR159W/YDR461C-A/YDL079C/YDL246C/YDR059C/YBR255C-A/YOR186W/YIR016W/YEL049W/YBR230W-A/YOL157C/YGR174W-A/YHR021W-A/YER121W/YAR010C/YGR027W-A/YDR316W-A/YDR098C-A/YCL012C/YML045W-A/YPR158C-C/YBL043W/YFL051C/YCL036W/YFL053W/YLR146W-A/YHR054C/YPL189C-A/YER084W/YGR067C/YHR022C/YMR325W/YGR038C-A/YHR185C/YER159C-A/YNL284C-A/YGL158W/YDR365W-A/YGR294W/YNL184C/YHR050W-A/YGR273C/YJR120W/YBR292C/YJL027C	62	primary_UP_GOslim
small molecule metabolic process [GO:0044281]	small molecule metabolic process [GO:0044281]	52/316	558/5915	0.0931899641577061	1.74436277845833	4.38904357128557	3.55450877315927e-05	0.000466825485541584	0.000409080307928505	YFR053C/YKR097W/YJL116C/YBR039W/YIL155C/YJR121W/YAL062W/YBL099W/YGR256W/YDL004W/YML081C-A/YHL032C/YDR298C/YKL150W/YDR377W/YCL040W/YDR516C/YBL015W/YBR117C/YGR244C/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YDL085W/YMR110C/YDL174C/YGR087C/YPL061W/YJL026W/YDR148C/YDR322C-A/YIL125W/YAL054C/YIL160C/YDR399W/YJR159W/YMR105C/YPR020W/YMR145C/YGL037C/YDL246C/YFR049W/YPL201C/YKL067W/YHR043C/YOR374W/YLR070C/YNL117W/YFL053W/YMR015C	52	primary_UP_GOslim
respiratory chain complex II (succinate dehydrogenase) [GO:0045273]	respiratory chain complex II (succinate dehydrogenase) [GO:0045273]	4/316	5/5915	0.8	14.9746835443038	7.42612425255462	3.83112334058318e-05	0.000471707061309304	0.00041335804464187	YKL148C/YLL041C/YDR178W/YKL141W	4	primary_UP_GOslim
biological process [GO:0008150]	biological process [GO:0008150]	93/316	1242/5915	0.0748792270531401	1.40161591145356	3.78270771906254	0.000170972570233708	0.00198127037270826	0.00173619204447852	YEL070W/YPL223C/YNR073C/YHR033W/YDR119W-A/YLR327C/YNR071C/YMR206W/YHR008C/YNL144C/YIL136W/YOR092W/YGR201C/YMR118C/YKL109W/YNL195C/YDL048C/YDR070C/YMR114C/YGR236C/YHR126C/YPL054W/YFR017C/YNR014W/YDL181W/YMR107W/YOR215C/YPR010C-A/YPR037C/YDL130W-A/YJR115W/YMR280C/YBR201C-A/YMR175W-A/YER150W/YDR247W/YAR020C/YJL103C/YCL042W/YKR075C/YBR230C/YKL065W-A/YDR461C-A/YDL079C/YKL171W/YKL050C/YNR034W-A/YDL218W/YBR255C-A/YOR186W/YJL133C-A/YCR021C/YOR356W/YFL020C/YIR016W/YKL221W/YEL049W/YBR230W-A/YEL033W/YGR174W-A/YOL161C/YHR021W-A/YMR040W/YER121W/YLR037C/YCL048W-A/YLR154W-C/YOR214C/YCL012C/YBL043W/YFL051C/YCL036W/YMR252C/YLR146W-A/YLL025W/YHR054C/YER084W/YGR067C/YHR022C/YOR394W/YMR325W/YBR301W/YGL138C/YGR294W/YDR034W-B/YER053C-A/YNL184C/YHR050W-A/YGR273C/YPR061C/YFR032C/YBR292C/YJL027C	93	primary_UP_GOslim
ligase activity [GO:0016874]	ligase activity [GO:0016874]	16/316	111/5915	0.144144144144144	2.69814117915384	4.29042731321791	0.000238640079729307	0.0026117830948152	0.00228871187576646	YBR039W/YJR121W/YBL099W/YDL004W/YML081C-A/YDR298C/YDR377W/YGR244C/YPL271W/YKL016C/YLR295C/YPL078C/YOL077W-A/YDR322C-A/YAL054C/YPR020W	16	primary_UP_GOslim
oligosaccharide metabolic process [GO:0009311]	oligosaccharide metabolic process [GO:0009311]	6/316	22/5915	0.272727272727273	5.10500575373993	4.58232467873226	0.000798027248082644	0.00827428251959373	0.00725077388839632	YGR292W/YBR299W/YMR105C/YLL026W/YOL157C/YIL162W	6	primary_UP_GOslim
cell wall [GO:0005618]	cell wall [GO:0005618]	12/316	91/5915	0.131868131868132	2.46835443037975	3.35328046268657	0.00307083584889929	0.0281759166840212	0.0246906242916349	YKL163W/YDR077W/YKL096W-A/YGR282C/YER150W/YAL005C/YKL096W/YPL130W/YDR218C/YOR214C/YGR059W/YBR301W	12	primary_UP_GOslim
external encapsulating structure [GO:0030312]	external encapsulating structure [GO:0030312]	12/316	91/5915	0.131868131868132	2.46835443037975	3.35328046268657	0.00307083584889929	0.0281759166840212	0.0246906242916349	YKL163W/YDR077W/YKL096W-A/YGR282C/YER150W/YAL005C/YKL096W/YPL130W/YDR218C/YOR214C/YGR059W/YBR301W	12	primary_UP_GOslim
vacuole [GO:0005773]	vacuole [GO:0005773]	26/316	276/5915	0.0942028985507246	1.76332324344157	3.08525417292966	0.00314654907131201	0.0281759166840212	0.0246906242916349	YDL049C/YJL116C/YKL217W/YOL052C-A/YDR536W/YHR126C/YPL057C/YFL011W/YGR282C/YBR021W/YPR037C/YIL024C/YDL130W/YDR382W/YKL096W/YNR072W/YBL042C/YFL020C/YNR002C/YOL161C/YNL318C/YLR037C/YIL162W/YCL048W-A/YOR214C/YLL025W	26	primary_UP_GOslim
anatomical structure development [GO:0048856]	anatomical structure development [GO:0048856]	8/316	51/5915	0.156862745098039	2.93621245966741	3.29890709834943	0.00516446438379688	0.0442347601568689	0.0387630278692306	YDL222C/YDR516C/YIL024C/YDR218C/YNL194C/YGR059W/YPR192W/YOR255W	8	primary_UP_GOslim
amino acid metabolic process [GO:0006520]	amino acid metabolic process [GO:0006520]	51/294	191/5915	0.267015706806283	5.37210172026926	14.0463880214428	1.01276978547565e-24	1.60017626105152e-22	1.46052063800173e-22	YLR134W/YNL277W/YER091C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YDR019C/YOL058W/YMR062C/YER069W/YIR034C/YMR189W/YER052C/YOR184W/YKL211C/YOL064C/YER055C/YGR155W/YLR058C/YJL060W/YNL104C/YGL009C/YLR303W/YJR109C/YDR354W/YGL125W/YOR303W/YOR130C/YDR158W/YOL140W/YDR502C/YHR208W/YDL131W/YIL116W/YGL026C/YPR145W/YDL066W/YCL030C/YJL071W/YGL202W/YFR025C/YBR248C/YJR130C/YAL044C/YBR145W/YJR139C/YDL182W/YOR202W	51	primary_DOWN_GOslim
small molecule metabolic process [GO:0044281]	small molecule metabolic process [GO:0044281]	86/294	558/5915	0.154121863799283	3.10078511691415	11.9246445080112	2.00557668991409e-23	1.58440558503213e-21	1.44612635009595e-21	YGR144W/YJR010W/YLR134W/YKL001C/YJR137C/YPR167C/YNL277W/YER091C/YPR121W/YBR092C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YDR019C/YOL058W/YMR062C/YER069W/YIR034C/YMR189W/YER052C/YOR184W/YKL211C/YEL071W/YOL064C/YOR047C/YER055C/YGR155W/YLR058C/YJL060W/YNL104C/YGL009C/YLR303W/YJR109C/YDR354W/YCR020C/YGL125W/YLR420W/YOR303W/YGL224C/YOR130C/YDR158W/YBR256C/YGR204W/YMR096W/YOL140W/YDR502C/YGR267C/YPL188W/YHR208W/YDL131W/YIL116W/YGL026C/YPL214C/YPR145W/YDL066W/YML123C/YCL030C/YJL071W/YGL202W/YKL216W/YOL055C/YOL143C/YEL029C/YER037W/YMR095C/YFR025C/YBR248C/YJR130C/YLL062C/YAL044C/YBR145W/YKL127W/YER073W/YHR063C/YOR143C/YJR139C/YDL182W/YMR120C/YPL258C/YOR202W/YPL275W/YOR388C/YHR216W	86	primary_DOWN_GOslim
sulfur compound metabolic process [GO:0006790]	sulfur compound metabolic process [GO:0006790]	35/294	118/5915	0.296610169491525	5.96751412429378	12.4648195796825	9.4656780270067e-19	4.98525709422353e-17	4.5501680340348e-17	YGR144W/YJR010W/YKL001C/YJR137C/YFR030W/YPR167C/YNL277W/YER091C/YPR121W/YBR092C/YGL184C/YAL012W/YLR180W/YER052C/YBR213W/YOL064C/YGR155W/YLR303W/YCR020C/YGL125W/YDR158W/YNL191W/YDR502C/YJL101C/YHR208W/YPL214C/YGL202W/YOL055C/YGR154C/YJR130C/YLL062C/YHR063C/YOR143C/YJR139C/YPL258C	35	primary_DOWN_GOslim
cytosol [GO:0005829]	cytosol [GO:0005829]	88/294	959/5915	0.091762252346194	1.84616912458414	6.54648778592208	1.14183061054427e-09	4.51023091164986e-08	4.1165998327517e-08	YGR144W/YJR010W/YLR134W/YKL001C/YJR137C/YFR030W/YPR167C/YNL277W/YER091C/YKR069W/YBR092C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YDR019C/YOL058W/YMR062C/YER069W/YIR034C/YER175C/YMR189W/YER052C/YBR213W/YOR184W/YKL211C/YER055C/YGR155W/YLR058C/YJL060W/YNL104C/YGL009C/YLR303W/YJR109C/YDR354W/YCR020C/YGL125W/YLR420W/YOR303W/YDR158W/YBR256C/YGR204W/YOL140W/YDR502C/YGR267C/YJL101C/YHR208W/YDL131W/YIL116W/YGL026C/YPL214C/YPR145W/YDL066W/YCL030C/YJL071W/YGL202W/YKL216W/YOL055C/YOL143C/YEL029C/YCL055W/YIL009C-A/YFR025C/YBR248C/YJR130C/YBR145W/YKL127W/YLL052C/YGL258W/YHR176W/YER073W/YHR063C/YER024W/YOR302W/YOR143C/YJR139C/YDL182W/YMR120C/YPL258C/YOR202W/YGR157W/YMR018W/YPL275W/YOR388C/YHR216W/YNL097C-B	88	primary_DOWN_GOslim
transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]	42/294	334/5915	0.125748502994012	2.52994011976048	6.58262611076599	1.30087693644664e-08	4.11077111917139e-07	3.75200295354084e-07	YDR345C/YHR094C/YLR092W/YLR004C/YHL047C/YOL158C/YHL028W/YIL121W/YGR138C/YOR222W/YGR055W/YPL274W/YHR162W/YGL186C/YLR130C/YBR104W/YOR130C/YKL120W/YHL036W/YHL016C/YER060W-A/YDL198C/YML123C/YLL061W/YEL065W/YJL212C/YHL040C/YOR192C/YLL052C/YKL175W/YLR237W/YDR046C/YMR058W/YMR301C/YPL058C/YHR092C/YLL055W/YLR034C/YBR294W/YAL067C/YBR085W/YER145C	42	primary_DOWN_GOslim
vitamin metabolic process [GO:0006766]	vitamin metabolic process [GO:0006766]	14/294	45/5915	0.311111111111111	6.25925925925926	8.09877473089507	1.70908258221616e-08	4.50058413316923e-07	4.10779497830903e-07	YGR144W/YPR121W/YBR092C/YBR256C/YMR096W/YGR267C/YPL214C/YOL055C/YOL143C/YEL029C/YMR095C/YHR063C/YOR143C/YPL258C	14	primary_DOWN_GOslim
monoatomic ion transport [GO:0006811]	monoatomic ion transport [GO:0006811]	17/294	92/5915	0.184782608695652	3.71765010351967	6.00788473697816	2.06716980784131e-06	4.31228426544782e-05	3.93592900976916e-05	YHL047C/YOL158C/YIL121W/YLR130C/YML123C/YEL065W/YHL040C/YKL175W/YMR058W/YMR301C/YLR034C/YKL220C/YBR085W/YER145C/YOR383C/YOR382W/YLR136C	17	primary_DOWN_GOslim
transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]	31/294	253/5915	0.122529644268775	2.46517974778844	5.4472056018735	2.18343507111282e-06	4.31228426544782e-05	3.93592900976916e-05	YDR345C/YHR094C/YLR092W/YLR004C/YIR034C/YIL121W/YGR055W/YHR162W/YLR130C/YBR104W/YOR130C/YKL120W/YHL036W/YER060W-A/YDL198C/YML123C/YEL065W/YOR192C/YLL052C/YLR237W/YDR046C/YMR058W/YMR301C/YER024W/YHR092C/YBR294W/YAL067C/YBR085W/YER145C/YMR018W/YLR136C	31	primary_DOWN_GOslim
plasma membrane [GO:0005886]	plasma membrane [GO:0005886]	38/294	379/5915	0.100263852242744	2.01721321774092	4.68102641341485	1.99132198155408e-05	0.000349587636761717	0.000319077323360128	YDR345C/YHR094C/YLR092W/YER091C/YOL158C/YIL121W/YGR138C/YOR047C/YLR452C/YGR055W/YLR058C/YPL274W/YLR303W/YGL186C/YLR130C/YDR158W/YKL178C/YHL016C/YER060W-A/YML123C/YLL061W/YCL027W/YEL017C-A/YJL212C/YDR309C/YHL040C/YLL052C/YLR237W/YMR058W/YPL058C/YHR092C/YDR033W/YMR120C/YHL044W/YBR294W/YAL067C/YKL220C/YER145C	38	primary_DOWN_GOslim
oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]	31/294	285/5915	0.108771929824561	2.18838763575606	4.70255506749765	2.56808931444466e-05	0.000405758111682256	0.000370345511662019	YJR137C/YFR030W/YPR167C/YIL074C/YER069W/YIR034C/YMR189W/YBR213W/YEL071W/YGL157W/YGL125W/YDR158W/YGR204W/YDR541C/YDL066W/YCL030C/YKL216W/YNL331C/YBR145W/YOR384W/YMR058W/YHR176W/YLR364W/YER073W/YHR063C/YJR139C/YER042W/YKL220C/YPL275W/YOR388C/YHR216W	31	primary_DOWN_GOslim
biosynthetic process [GO:0009058]	biosynthetic process [GO:0009058]	84/294	1135/5915	0.0740088105726872	1.48898678414097	4.19071992263922	4.1912914305061e-05	0.000602021860018148	0.000549480311941948	YGR144W/YJR010W/YLR134W/YKL001C/YJR137C/YPR167C/YNL277W/YER091C/YKR069W/YPR121W/YBR092C/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YOL058W/YMR062C/YER069W/YIR034C/YER052C/YBR213W/YOR184W/YKL211C/YEL071W/YOL064C/YOR047C/YDL059C/YER055C/YGR155W/YLR058C/YJL060W/YNL104C/YGL009C/YLR303W/YJR109C/YDR354W/YGL125W/YLR420W/YOR303W/YOR130C/YDR158W/YBR256C/YGR204W/YMR096W/YOL140W/YDR502C/YGR267C/YJL101C/YKL201C/YPL188W/YHR208W/YDL131W/YIL116W/YGL026C/YPL214C/YPR145W/YDL066W/YCL030C/YJL071W/YGL202W/YKL216W/YOL055C/YOL143C/YEL029C/YMR095C/YIL009C-A/YFR025C/YOR337W/YBR248C/YJR130C/YKL127W/YER073W/YHR063C/YOR143C/YJR139C/YDL182W/YMR120C/YPL258C/YOR202W/YGR157W/YDR437W/YHR216W	84	primary_DOWN_GOslim
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]	10/294	45/5915	0.222222222222222	4.47089947089947	5.34486541596295	5.33742390290074e-05	0.00070276081388193	0.000641427258506492	YJL060W/YIL164C/YLR420W/YGR204W/YGR267C/YCL030C/YOL055C/YMR095C/YBR248C/YMR120C	10	primary_DOWN_GOslim
nucleobase-containing small molecule metabolic process [GO:0055086]	nucleobase-containing small molecule metabolic process [GO:0055086]	23/294	203/5915	0.113300492610837	2.27949800609899	4.2422969589448	0.000160887340713135	0.00195539998712887	0.00178474216013761	YJR010W/YKL001C/YER091C/YLR180W/YOR184W/YOR047C/YER055C/YJL060W/YLR420W/YGL224C/YGR204W/YPL188W/YIL116W/YCL030C/YKL216W/YER037W/YFR025C/YBR248C/YKL127W/YHR063C/YMR120C/YOR202W/YHR216W	23	primary_DOWN_GOslim
ion binding [GO:0043167]	ion binding [GO:0043167]	57/294	726/5915	0.0785123966942149	1.57959464777647	3.8129259763157	0.000224274571925016	0.00253109874029661	0.00231019671832535	YGR144W/YDR261C-D/YER091C/YJL213W/YNL284C-B/YEL071W/YMR045C/YNL104C/YDR253C/YLR130C/YDL170W/YLR420W/YBR240C/YLR227W-B/YJR029W/YGR267C/YJR027W/YDL131W/YDR210C-D/YDR126W/YGL248W/YDR098C-B/YML123C/YCL030C/YGL209W/YER028C/YDR309C/YOR337W/YLL062C/YAL044C/YPR158C-D/YBR145W/YGR027W-B/YKL175W/YOR387C/YDL182W/YJL089W/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YGL089C/YER138C/YOL154W/YBR012W-B/YGR288W/YOR192C-B/YDR261W-B/YBL100W-B/YPR137C-B/YML045W/YGR161C-D/YLR136C/YPR158W-B/YBL005W-B/YMR050C/YLR013W	57	primary_DOWN_GOslim
transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]	transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]	8/294	43/5915	0.186046511627907	3.74307862679956	4.12844965849736	0.00107046743627956	0.0112755903288113	0.0102915114926526	YLR180W/YLR303W/YBR256C/YDR502C/YPL214C/YOL143C/YGR154C/YJR130C	8	primary_DOWN_GOslim
cell wall [GO:0005618]	cell wall [GO:0005618]	12/294	91/5915	0.131868131868132	2.6530612244898	3.63418042270336	0.00167856789432571	0.0156008074884389	0.0142392446763233	YJR004C/YNR044W/YHR143W/YDR261C/YGL028C/YJR150C/YNL066W/YEL040W/YLR042C/YOL154W/YOR383C/YOR382W	12	primary_DOWN_GOslim
external encapsulating structure [GO:0030312]	external encapsulating structure [GO:0030312]	12/294	91/5915	0.131868131868132	2.6530612244898	3.63418042270336	0.00167856789432571	0.0156008074884389	0.0142392446763233	YJR004C/YNR044W/YHR143W/YDR261C/YGL028C/YJR150C/YNL066W/YEL040W/YLR042C/YOL154W/YOR383C/YOR382W	12	primary_DOWN_GOslim
lyase activity [GO:0016829]	lyase activity [GO:0016829]	12/294	94/5915	0.127659574468085	2.56838905775076	3.50531025566282	0.00222415533666814	0.0195231412885314	0.0178192562060547	YLR134W/YGL184C/YHR018C/YAL012W/YBR213W/YKL211C/YGR155W/YGL009C/YLR303W/YMR096W/YGL026C/YOR202W	12	primary_DOWN_GOslim
vacuole [GO:0005773]	vacuole [GO:0005773]	24/294	276/5915	0.0869565217391304	1.74948240165631	2.91623465225172	0.00497410761389102	0.0413636317365674	0.0377536145763473	YJR137C/YHL047C/YOL158C/YGR055W/YJR004C/YGL186C/YHR143W/YHL036W/YER060W-A/YML123C/YEL065W/YHL040C/YOR192C/YMR058W/YNL279W/YGL089C/YLR042C/YKL220C/YOL154W/YGR295C/YCR101C/YOR383C/YOR382W/YLR461W	24	primary_DOWN_GOslim
respiratory chain complex	respiratory chain complex	38/313	45/5859	0.844444444444444	15.8070287539936	23.6861013229115	1.59314102004317e-42	2.87243325913784e-39	2.51380883057338e-39	YDR119W-A/YKL148C/YGL187C/YLL041C/YBR039W/YJR121W/YHR001W-A/YMR118C/YBL099W/YKL109W/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YGL191W/YKL141W/YMR256C/YFR033C/YDL004W/YNL052W/YML081C-A/YDR298C/YDR377W/YPR191W/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YLR295C/YPL078C/YOL077W-A/YOR065W/YDR322C-A/YGR183C/YPR020W/YDL067C	38	primary_UP_GO
