ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	comparison
iron import into cell	iron import into cell	5/291	12/5859	0.416666666666667	8.38917525773196	5.85722096670349	0.000173329655053069	0.00253152522511719	0.00213341117438357	YHL047C/YOL158C/YEL065W/YHL040C/YMR058W	5	primary_DOWN_GO
cyclohydrolase activity	cyclohydrolase activity	4/291	7/5859	0.571428571428571	11.5051546391753	6.35727320745055	0.000185252019344226	0.00266892444248512	0.00224920264380127	YGR204W/YGR267C/YCL030C/YMR120C	4	primary_DOWN_GO
organic acid catabolic process	organic acid catabolic process	15/291	105/5859	0.142857142857143	2.87628865979381	4.4348704648878	0.000185943084281245	0.00266892444248512	0.00224920264380127	YLR134W/YAL012W/YDR019C/YIR034C/YMR189W/YJL060W/YMR096W/YDR502C/YHR208W/YIL116W/YGL202W/YMR095C/YAL044C/YBR145W/YOR388C	15	primary_DOWN_GO
amino acid transmembrane transport	amino acid transmembrane transport	10/291	52/5859	0.192307692307692	3.87192704203013	4.75522122938272	0.000192871466602982	0.00274470933242704	0.00231306941054228	YIL121W/YOR222W/YGR055W/YPL274W/YBR104W/YOR130C/YHL036W/YLL061W/YDR046C/YLL055W	10	primary_DOWN_GO
organic cation transport	organic cation transport	9/291	43/5859	0.209302325581395	4.21409733876768	4.83562505276604	0.000205640572769427	0.00290162333611099	0.00244530672169176	YGR055W/YPL274W/YBR104W/YOR130C/YHL036W/YHL016C/YOR192C/YLR237W/YLL055W	9	primary_DOWN_GO
amino acid transmembrane transporter activity	amino acid transmembrane transporter activity	10/291	53/5859	0.188679245283019	3.79887181482202	4.67901020762426	0.000227467434112751	0.00318263258653555	0.00268212374765411	YIL121W/YOR222W/YGR055W/YPL274W/YBR104W/YOR130C/YHL036W/YLL061W/YDR046C/YLL055W	10	primary_DOWN_GO
lyase activity	lyase activity	15/291	107/5859	0.14018691588785	2.82252625493786	4.34938455986921	0.000230241637504682	0.00319460272037746	0.00269221142801527	YLR134W/YGL184C/YHR018C/YAL012W/YBR213W/YKL211C/YGR155W/YGL009C/YLR303W/YHR112C/YIL164C/YMR096W/YGL026C/YMR095C/YOR202W	15	primary_DOWN_GO
indolalkylamine metabolic process	indolalkylamine metabolic process	7/291	27/5859	0.259259259259259	5.21993127147766	5.0240050481181	0.000260706628724554	0.00358740939525935	0.00302324433309987	YLR134W/YKL211C/YJL060W/YDR354W/YGL026C/YGL202W/YBR145W	7	primary_DOWN_GO
amine metabolic process	amine metabolic process	10/291	55/5859	0.181818181818182	3.66073102155576	4.53200291811999	0.00031240612787308	0.00426357543367769	0.00359307479253508	YLR134W/YKL211C/YJL060W/YDR253C/YDR354W/YIR017C/YGL026C/YNL311C/YGL202W/YBR145W	10	primary_DOWN_GO
indole-containing compound metabolic process	indole-containing compound metabolic process	7/291	28/5859	0.25	5.03350515463918	4.89059473651235	0.000333028468175928	0.00447171289929775	0.00376848003462235	YLR134W/YKL211C/YJL060W/YDR354W/YGL026C/YGL202W/YBR145W	7	primary_DOWN_GO
NAD binding	NAD binding	7/291	28/5859	0.25	5.03350515463918	4.89059473651235	0.000333028468175928	0.00447171289929775	0.00376848003462235	YIL074C/YER069W/YDR158W/YDL066W/YCL030C/YJR139C/YOR388C	7	primary_DOWN_GO
glycine metabolic process	glycine metabolic process	4/291	8/5859	0.5	10.0670103092784	5.86631823524413	0.000356043641658463	0.00466781624693969	0.00393374367451911	YDR019C/YMR189W/YLR058C/YAL044C	4	primary_DOWN_GO
thiamine diphosphate biosynthetic process	thiamine diphosphate biosynthetic process	4/291	8/5859	0.5	10.0670103092784	5.86631823524413	0.000356043641658463	0.00466781624693969	0.00393374367451911	YPL214C/YOL055C/YOR143C/YPL258C	4	primary_DOWN_GO
thiamine diphosphate metabolic process	thiamine diphosphate metabolic process	4/291	8/5859	0.5	10.0670103092784	5.86631823524413	0.000356043641658463	0.00466781624693969	0.00393374367451911	YPL214C/YOL055C/YOR143C/YPL258C	4	primary_DOWN_GO
nucleotide metabolic process	nucleotide metabolic process	20/291	176/5859	0.113636363636364	2.28795688847235	3.96588755948301	0.000409885006973986	0.0052989022933369	0.00446558353533623	YJR010W/YKL001C/YER055C/YJL060W/YJR109C/YLR420W/YOR303W/YGL224C/YPL188W/YIL116W/YGL248W/YDL066W/YCL030C/YKL216W/YER037W/YFR025C/YBR248C/YMR120C/YOR202W/YHR216W	20	primary_DOWN_GO
transaminase activity	transaminase activity	6/291	21/5859	0.285714285714286	5.75257731958763	4.98744773977461	0.000410545583087363	0.0052989022933369	0.00446558353533623	YOR184W/YJL060W/YOL140W/YHR208W/YIL116W/YGL202W	6	primary_DOWN_GO
monoatomic cation transport	monoatomic cation transport	21/291	193/5859	0.10880829015544	2.19074835745954	3.84531502934546	0.000532275988939779	0.00681722708911332	0.00574513273892085	YDR345C/YHR094C/YHL047C/YOL158C/YIL121W/YLR130C/YML123C/YEL065W/YHL040C/YOR384W/YKL175W/YMR058W/YMR301C/YHR092C/YLR034C/YKL220C/YBR085W/YER145C/YOR383C/YOR382W/YLR136C	21	primary_DOWN_GO
transferase activity, transferring nitrogenous groups	transferase activity, transferring nitrogenous groups	6/291	22/5859	0.272727272727273	5.49109653233365	4.82436822716731	0.000541228313779639	0.00687897055300076	0.0057971662697329	YOR184W/YJL060W/YOL140W/YHR208W/YIL116W/YGL202W	6	primary_DOWN_GO
amino acid transport	amino acid transport	10/291	59/5859	0.169491525423729	3.41254586755198	4.25754407774422	0.00056269780327395	0.0070976654731146	0.00598146867435547	YIL121W/YOR222W/YGR055W/YPL274W/YBR104W/YOR130C/YHL036W/YLL061W/YDR046C/YLL055W	10	primary_DOWN_GO
catalytic activity, acting on RNA	catalytic activity, acting on RNA	29/291	308/5859	0.0941558441558442	1.89573570759138	3.69182576773373	0.000582447847745344	0.00729154636463156	0.00614485936719069	YDR261C-D/YNL284C-B/YMR265C/YMR045C/YLR227W-B/YJR029W/YNL221C/YJR027W/YDR210C-D/YDR098C-B/YIL009C-A/YPR158C-D/YGR027W-B/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YER138C/YBR012W-B/YOR192C-B/YDR261W-B/YBL100W-B/YPR137C-B/YML045W/YAR009C/YGR161C-D/YPR158W-B/YBL005W-B/YMR050C	29	primary_DOWN_GO
glutamine metabolic process	glutamine metabolic process	4/291	9/5859	0.444444444444444	8.94845360824742	5.45503486084819	0.000615906116191067	0.007652863309389	0.0064493546966433	YKL211C/YOR303W/YMR096W/YMR095C	4	primary_DOWN_GO
nucleotide biosynthetic process	nucleotide biosynthetic process	14/291	105/5859	0.133333333333333	2.68453608247423	3.98163645034432	0.000624779078173213	0.00770560863080296	0.00649380515559371	YER055C/YJL060W/YJR109C/YLR420W/YOR303W/YPL188W/YIL116W/YCL030C/YKL216W/YFR025C/YBR248C/YMR120C/YOR202W/YHR216W	14	primary_DOWN_GO
cellular modified amino acid metabolic process	cellular modified amino acid metabolic process	10/291	60/5859	0.166666666666667	3.35567010309278	4.1926161781364	0.000646177197532455	0.00791091936684954	0.00666682820673965	YPR167C/YLR058C/YGL125W/YGR204W/YNL191W/YGR267C/YJL101C/YGR154C/YHR063C/YER024W	10	primary_DOWN_GO
small molecule binding	small molecule binding	97/291	1467/5859	0.0661213360599864	1.33128834355828	3.35012962630168	0.000699261568502748	0.00849832490187646	0.00716185686372772	YGR144W/YLR134W/YKL001C/YJR137C/YFR030W/YDR261C-D/YER091C/YIL074C/YJL213W/YGL184C/YAL012W/YLR180W/YOL058W/YNL284C-B/YER069W/YOR184W/YEL071W/YER055C/YLR058C/YMR045C/YJL060W/YNL104C/YGL009C/YLR303W/YDR253C/YJR109C/YLR130C/YHR112C/YDL170W/YGL125W/YLR420W/YDR158W/YGR204W/YBR240C/YLR227W-B/YOL140W/YDR502C/YJR029W/YGR267C/YJR027W/YDL131W/YDR210C-D/YIL116W/YPL214C/YDR126W/YGL248W/YDL066W/YDR098C-B/YML123C/YFL028C/YCL030C/YGL202W/YGL209W/YER028C/YDR309C/YOR337W/YJR130C/YLL062C/YAL044C/YPR158C-D/YBR145W/YKL127W/YGR027W-B/YKL175W/YMR058W/YHR176W/YMR301C/YPL058C/YHR063C/YOR143C/YOR387C/YJR139C/YDL182W/YJL089W/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YGL089C/YER138C/YOL154W/YBR012W-B/YGR288W/YOR192C-B/YDR261W-B/YNL234W/YBL100W-B/YPR137C-B/YOR388C/YML045W/YHR216W/YGR161C-D/YLR136C/YPR158W-B/YBL005W-B/YMR050C/YLR013W	97	primary_DOWN_GO
organic acid transport	organic acid transport	12/291	83/5859	0.144578313253012	2.91094274003229	4.00815670607595	0.000729591180049992	0.00880267619408143	0.00741834510302547	YIL121W/YOR222W/YGR055W/YHR162W/YBR104W/YOR130C/YKL120W/YHL036W/YPL058C/YER024W/YLL055W/YAL067C	12	primary_DOWN_GO
nucleobase-containing small molecule metabolic process	nucleobase-containing small molecule metabolic process	25/291	254/5859	0.0984251968503937	1.98169494277133	3.65659758780853	0.000736404953174162	0.00882096580600705	0.0074337584443859	YJR010W/YKL001C/YOR184W/YOR047C/YER055C/YJL060W/YJR109C/YLR420W/YOR303W/YGL224C/YGR204W/YPL188W/YIL116W/YGL248W/YDL066W/YCL030C/YKL216W/YER037W/YFR025C/YBR248C/YKL127W/YHR063C/YMR120C/YOR202W/YHR216W	25	primary_DOWN_GO
organic hydroxy compound biosynthetic process	organic hydroxy compound biosynthetic process	13/291	97/5859	0.134020618556701	2.69837389733234	3.85570777743143	0.000925044188234546	0.0110014183815037	0.00927130754072669	YGR144W/YLR134W/YPR121W/YEL071W/YBR240C/YMR096W/YGR267C/YPL214C/YOL055C/YEL029C/YMR095C/YOR143C/YPL258C	13	primary_DOWN_GO
lysine biosynthetic process	lysine biosynthetic process	4/291	10/5859	0.4	8.05360824742268	5.10319413205048	0.000986576615120522	0.0115679581984202	0.00974875187513458	YIR034C/YDL131W/YGL202W/YDL182W	4	primary_DOWN_GO
lysine metabolic process	lysine metabolic process	4/291	10/5859	0.4	8.05360824742268	5.10319413205048	0.000986576615120522	0.0115679581984202	0.00974875187513458	YIR034C/YDL131W/YGL202W/YDL182W	4	primary_DOWN_GO
pentosyltransferase activity	pentosyltransferase activity	5/291	17/5859	0.294117647058824	5.92177077016374	4.64554457895962	0.00110246453553225	0.0128350751205926	0.0108165987897897	YGR144W/YER055C/YDR354W/YNL191W/YBR248C	5	primary_DOWN_GO
cysteine biosynthetic process	cysteine biosynthetic process	3/291	5/5859	0.6	12.080412371134	5.66612474229093	0.00112547805862253	0.0128350751205926	0.0108165987897897	YAL012W/YGR155W/YLR303W	3	primary_DOWN_GO
indolalkylamine biosynthetic process	indolalkylamine biosynthetic process	3/291	5/5859	0.6	12.080412371134	5.66612474229093	0.00112547805862253	0.0128350751205926	0.0108165987897897	YKL211C/YDR354W/YGL026C	3	primary_DOWN_GO
tryptophan biosynthetic process	tryptophan biosynthetic process	3/291	5/5859	0.6	12.080412371134	5.66612474229093	0.00112547805862253	0.0128350751205926	0.0108165987897897	YKL211C/YDR354W/YGL026C	3	primary_DOWN_GO
ion binding	ion binding	92/291	1397/5859	0.0658554044380816	1.32593407079973	3.19105835189308	0.00119014006011939	0.0134801578238012	0.011360234157817	YGR144W/YLR134W/YKL001C/YJR137C/YFR030W/YDR261C-D/YER091C/YJL213W/YGL184C/YAL012W/YLR180W/YOL058W/YNL284C-B/YER069W/YOR184W/YEL071W/YER055C/YLR058C/YMR045C/YJL060W/YNL104C/YLR303W/YDR253C/YJR109C/YLR130C/YHR112C/YDL170W/YGL125W/YLR420W/YGR204W/YBR240C/YLR227W-B/YOL140W/YDR502C/YJR029W/YGR267C/YJR027W/YDL131W/YDR210C-D/YIL116W/YPL214C/YDR126W/YGL248W/YDL066W/YDR098C-B/YML123C/YFL028C/YCL030C/YGL202W/YGL209W/YER028C/YDR309C/YOR337W/YJR130C/YLL062C/YAL044C/YPR158C-D/YBR145W/YKL127W/YGR027W-B/YKL175W/YMR058W/YHR176W/YMR301C/YPL058C/YOR143C/YOR387C/YJR139C/YDL182W/YJL089W/YNL054W-B/YER160C/YDR365W-B/YFL002W-A/YGL089C/YER138C/YOL154W/YBR012W-B/YGR288W/YOR192C-B/YDR261W-B/YNL234W/YBL100W-B/YPR137C-B/YML045W/YHR216W/YGR161C-D/YLR136C/YPR158W-B/YBL005W-B/YMR050C/YLR013W	92	primary_DOWN_GO
carboxylic acid transmembrane transporter activity	carboxylic acid transmembrane transporter activity	10/291	65/5859	0.153846153846154	3.09754163362411	3.88731368777702	0.00123166673593973	0.0137632558076487	0.0115988114377087	YIL121W/YOR222W/YGR055W/YHR162W/YBR104W/YOR130C/YKL120W/YHL036W/YLL055W/YAL067C	10	primary_DOWN_GO
organic acid transmembrane transporter activity	organic acid transmembrane transporter activity	10/291	65/5859	0.153846153846154	3.09754163362411	3.88731368777702	0.00123166673593973	0.0137632558076487	0.0115988114377087	YIL121W/YOR222W/YGR055W/YHR162W/YBR104W/YOR130C/YKL120W/YHL036W/YLL055W/YAL067C	10	primary_DOWN_GO
small molecule catabolic process	small molecule catabolic process	18/291	166/5859	0.108433734939759	2.18320705502422	3.53521448092163	0.00137431642883246	0.0152549123600404	0.0128558863132188	YLR134W/YAL012W/YDR019C/YIR034C/YMR189W/YJL060W/YMR096W/YDR502C/YHR208W/YIL116W/YGL202W/YOL055C/YMR095C/YAL044C/YBR145W/YKL127W/YER073W/YOR388C	18	primary_DOWN_GO
nucleobase metabolic process	nucleobase metabolic process	7/291	35/5859	0.2	4.02680412371134	4.10562444841458	0.00140243931957307	0.015463983225756	0.0130320781665451	YOR184W/YLR420W/YOR303W/YGL224C/YGR204W/YKL216W/YER037W	7	primary_DOWN_GO
pyrimidine nucleobase metabolic process	pyrimidine nucleobase metabolic process	5/291	18/5859	0.277777777777778	5.59278350515464	4.4610818175501	0.00146518416569871	0.0160495502361076	0.0135255574298919	YLR420W/YOR303W/YGL224C/YKL216W/YER037W	5	primary_DOWN_GO
vitamin transport	vitamin transport	4/291	11/5859	0.363636363636364	7.32146204311153	4.79713300719325	0.00149012284159284	0.0162160426879221	0.0136658668582268	YOL119C/YGL186C/YOR192C/YLR237W	4	primary_DOWN_GO
carboxylic acid transmembrane transport	carboxylic acid transmembrane transport	9/291	56/5859	0.160714285714286	3.23582474226804	3.84305899111673	0.00156598889388876	0.0168217516666115	0.0141763205130982	YOR222W/YGR055W/YHR162W/YBR104W/YOR130C/YKL120W/YHL036W/YER024W/YLL055W	9	primary_DOWN_GO
organic acid transmembrane transport	organic acid transmembrane transport	9/291	56/5859	0.160714285714286	3.23582474226804	3.84305899111673	0.00156598889388876	0.0168217516666115	0.0141763205130982	YOR222W/YGR055W/YHR162W/YBR104W/YOR130C/YKL120W/YHL036W/YER024W/YLL055W	9	primary_DOWN_GO
biogenic amine metabolic process	biogenic amine metabolic process	7/291	36/5859	0.194444444444444	3.91494845360825	4.01033173999422	0.00166835169001522	0.0178064459222778	0.0150061592630923	YLR134W/YKL211C/YJL060W/YDR354W/YGL026C/YGL202W/YBR145W	7	primary_DOWN_GO
dicarboxylic acid metabolic process	dicarboxylic acid metabolic process	10/291	68/5859	0.147058823529412	2.96088538508187	3.71793205147689	0.00175380399950346	0.0185310763796961	0.0156168325045898	YKL211C/YLR058C/YDR354W/YGL125W/YGR204W/YGR267C/YIL116W/YGL026C/YDL066W/YGL202W	10	primary_DOWN_GO
organic hydroxy compound metabolic process	organic hydroxy compound metabolic process	17/291	156/5859	0.108974358974359	2.19409199048374	3.45557213683298	0.00175850454534053	0.0185310763796961	0.0156168325045898	YGR144W/YLR134W/YPR121W/YEL071W/YCR020C/YBR240C/YMR096W/YGR267C/YPL214C/YDL066W/YOL055C/YEL029C/YMR095C/YBR145W/YER073W/YOR143C/YPL258C	17	primary_DOWN_GO
amide transmembrane transporter activity	amide transmembrane transporter activity	5/291	19/5859	0.263157894736842	5.29842647856755	4.28994223775532	0.00190870332607174	0.0199873650182984	0.0168441015137612	YHL016C/YJL212C/YOR192C/YLR237W/YAL067C	5	primary_DOWN_GO
indole-containing compound biosynthetic process	indole-containing compound biosynthetic process	3/291	6/5859	0.5	10.0670103092784	5.07951254823778	0.00216833252288175	0.0220138637231593	0.0185519079140011	YKL211C/YDR354W/YGL026C	3	primary_DOWN_GO
L-leucine biosynthetic process	L-leucine biosynthetic process	3/291	6/5859	0.5	10.0670103092784	5.07951254823778	0.00216833252288175	0.0220138637231593	0.0185519079140011	YNL104C/YGL009C/YHR208W	3	primary_DOWN_GO
serine family amino acid catabolic process	serine family amino acid catabolic process	3/291	6/5859	0.5	10.0670103092784	5.07951254823778	0.00216833252288175	0.0220138637231593	0.0185519079140011	YDR019C/YMR189W/YAL044C	3	primary_DOWN_GO
sulfate transmembrane transport	sulfate transmembrane transport	3/291	6/5859	0.5	10.0670103092784	5.07951254823778	0.00216833252288175	0.0220138637231593	0.0185519079140011	YLR092W/YKL120W/YBR294W	3	primary_DOWN_GO
sulfate transmembrane transporter activity	sulfate transmembrane transporter activity	3/291	6/5859	0.5	10.0670103092784	5.07951254823778	0.00216833252288175	0.0220138637231593	0.0185519079140011	YLR092W/YKL120W/YBR294W	3	primary_DOWN_GO
carboxylic acid transport	carboxylic acid transport	11/291	82/5859	0.134146341463415	2.70090520492834	3.54574433268018	0.00224367786033492	0.0226407493179251	0.0190802078968194	YIL121W/YOR222W/YGR055W/YHR162W/YBR104W/YOR130C/YKL120W/YHL036W/YER024W/YLL055W/YAL067C	11	primary_DOWN_GO
erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	4/291	13/5859	0.307692307692308	6.19508326724822	4.28653474564358	0.00298329169609768	0.0295124222672796	0.0248712242024869	YLR134W/YIL116W/YGL202W/YBR145W	4	primary_DOWN_GO
iron ion transmembrane transport	iron ion transmembrane transport	4/291	13/5859	0.307692307692308	6.19508326724822	4.28653474564358	0.00298329169609768	0.0295124222672796	0.0248712242024869	YMR058W/YMR301C/YLR034C/YER145C	4	primary_DOWN_GO
L-phenylalanine catabolic process	L-phenylalanine catabolic process	4/291	13/5859	0.307692307692308	6.19508326724822	4.28653474564358	0.00298329169609768	0.0295124222672796	0.0248712242024869	YLR134W/YIL116W/YGL202W/YBR145W	4	primary_DOWN_GO
organic anion transmembrane transporter activity	organic anion transmembrane transporter activity	11/291	85/5859	0.129411764705882	2.60557913887204	3.40858677562006	0.00299555517307523	0.0295124222672796	0.0248712242024869	YIL121W/YOR222W/YGR055W/YHR162W/YBR104W/YOR130C/YKL120W/YHL036W/YLL055W/YAL067C/YBR085W	11	primary_DOWN_GO
NADP binding	NADP binding	5/291	21/5859	0.238095238095238	4.79381443298969	3.981303184896	0.00307811824665906	0.0301474522393372	0.025406387757254	YER069W/YDR158W/YHR176W/YHR063C/YJR139C	5	primary_DOWN_GO
organic anion transport	organic anion transport	14/291	124/5859	0.112903225806452	2.27319587628866	3.27575128198248	0.00316996636412304	0.0308654619664612	0.0260114814612251	YOL158C/YIL121W/YOL119C/YOR222W/YGR055W/YHR162W/YBR104W/YOR130C/YKL120W/YHL036W/YER024W/YLL055W/YAL067C/YBR085W	14	primary_DOWN_GO
transferase activity, transferring alkyl or aryl (other than methyl) groups	transferase activity, transferring alkyl or aryl (other than methyl) groups	8/291	51/5859	0.156862745098039	3.15827774408733	3.53875651091293	0.00331248424309537	0.032065617818336	0.0270228977726201	YLR180W/YLR303W/YBR256C/YDR502C/YPL214C/YOL143C/YGR154C/YJR130C	8	primary_DOWN_GO
oxidoreductase activity, acting on CH-OH group of donors	oxidoreductase activity, acting on CH-OH group of donors	11/291	87/5859	0.126436781609195	2.54568076786349	3.32038033600317	0.00360088397011773	0.0343451029579376	0.0289439053219098	YIL074C/YEL071W/YGL157W/YDR541C/YDL066W/YCL030C/YNL331C/YBR145W/YHR063C/YJR139C/YHR216W	11	primary_DOWN_GO
carbon-sulfur lyase activity	carbon-sulfur lyase activity	3/291	7/5859	0.428571428571429	8.62886597938144	4.61666552847243	0.0036556429005349	0.0343451029579376	0.0289439053219098	YGL184C/YAL012W/YHR112C	3	primary_DOWN_GO
glutaminase activity	glutaminase activity	3/291	7/5859	0.428571428571429	8.62886597938144	4.61666552847243	0.0036556429005349	0.0343451029579376	0.0289439053219098	YOR303W/YMR095C/YBR248C	3	primary_DOWN_GO
L-serine biosynthetic process	L-serine biosynthetic process	3/291	7/5859	0.428571428571429	8.62886597938144	4.61666552847243	0.0036556429005349	0.0343451029579376	0.0289439053219098	YIL074C/YOR184W/YLR058C	3	primary_DOWN_GO
transition metal ion transmembrane transporter activity	transition metal ion transmembrane transporter activity	6/291	31/5859	0.193548387096774	3.89690721649485	3.69681081357698	0.00366294980764561	0.0343451029579376	0.0289439053219098	YLR130C/YML123C/YKL175W/YMR058W/YLR034C/YER145C	6	primary_DOWN_GO
cytosol	cytosol	91/291	1428/5859	0.0637254901960784	1.28305033353548	2.81156717663159	0.00367172872463236	0.0343451029579376	0.0289439053219098	YGR144W/YJR010W/YLR134W/YKL001C/YJR137C/YFR030W/YPR167C/YNL277W/YER091C/YKR069W/YPR121W/YIL074C/YGL184C/YHR018C/YAL012W/YLR180W/YJL088W/YDR019C/YOL058W/YMR062C/YER069W/YIR034C/YER175C/YMR189W/YER052C/YBR213W/YOR184W/YKL211C/YER055C/YGR155W/YLR058C/YJL060W/YNL104C/YGL009C/YLR303W/YJR109C/YDR354W/YCR020C/YJR111C/YGL125W/YLR420W/YOR303W/YDR158W/YBR256C/YGR204W/YMR096W/YOL140W/YDR502C/YGR267C/YJL101C/YHR208W/YDL131W/YIL116W/YGL026C/YPL214C/YPR145W/YDL066W/YCL030C/YJL071W/YGL202W/YKL216W/YOL055C/YOL143C/YEL029C/YCL055W/YMR095C/YIL009C-A/YFR025C/YBR248C/YJR130C/YHR122W/YBR145W/YKL127W/YLL052C/YGL258W/YHR176W/YER073W/YHR063C/YER024W/YOR302W/YOR143C/YOR387C/YJR139C/YDL182W/YMR120C/YPL258C/YOR202W/YGR157W/YMR018W/YOR388C/YHR216W	91	primary_DOWN_GO
amino acid salvage	amino acid salvage	4/291	14/5859	0.285714285714286	5.75257731958763	4.06979483307602	0.00401521928765885	0.0365319131909945	0.0307868122545255	YLR180W/YDR502C/YHR208W/YGL202W	4	primary_DOWN_GO
L-leucine metabolic process	L-leucine metabolic process	4/291	14/5859	0.285714285714286	5.75257731958763	4.06979483307602	0.00401521928765885	0.0365319131909945	0.0307868122545255	YNL104C/YGL009C/YHR208W/YBR145W	4	primary_DOWN_GO
L-methionine salvage	L-methionine salvage	4/291	14/5859	0.285714285714286	5.75257731958763	4.06979483307602	0.00401521928765885	0.0365319131909945	0.0307868122545255	YLR180W/YDR502C/YHR208W/YGL202W	4	primary_DOWN_GO
purine-containing compound transmembrane transport	purine-containing compound transmembrane transport	4/291	14/5859	0.285714285714286	5.75257731958763	4.06979483307602	0.00401521928765885	0.0365319131909945	0.0307868122545255	YOR222W/YER060W-A/YDL198C/YBR085W	4	primary_DOWN_GO
regulation of sulfur metabolic process	regulation of sulfur metabolic process	4/291	14/5859	0.285714285714286	5.75257731958763	4.06979483307602	0.00401521928765885	0.0365319131909945	0.0307868122545255	YAL012W/YDR253C/YIR017C/YBR240C	4	primary_DOWN_GO
nucleoside phosphate metabolic process	nucleoside phosphate metabolic process	22/291	242/5859	0.0909090909090909	1.83036551077788	3.01575695711576	0.00412932627851928	0.0373659144224706	0.0314896563459165	YJR010W/YKL001C/YER055C/YJL060W/YJR109C/YLR420W/YOR303W/YGL224C/YPL188W/YIL116W/YGL248W/YDL066W/YCL030C/YKL216W/YER037W/YFR025C/YBR248C/YKL127W/YHR063C/YMR120C/YOR202W/YHR216W	22	primary_DOWN_GO
nucleoside phosphate biosynthetic process	nucleoside phosphate biosynthetic process	15/291	142/5859	0.105633802816901	2.12683316393205	3.1073577841195	0.00435180084405118	0.0391662075964606	0.0330068308683939	YER055C/YJL060W/YJR109C/YLR420W/YOR303W/YPL188W/YIL116W/YCL030C/YKL216W/YFR025C/YBR248C/YHR063C/YMR120C/YOR202W/YHR216W	15	primary_DOWN_GO
oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	5/291	23/5859	0.217391304347826	4.37696100403407	3.709401872365	0.00469153253210823	0.0419967831503237	0.0353922629615183	YER069W/YDR158W/YDR541C/YER073W/YOR388C	5	primary_DOWN_GO
pyridine-containing compound biosynthetic process	pyridine-containing compound biosynthetic process	6/291	33/5859	0.181818181818182	3.66073102155576	3.50384001221468	0.00506943154771653	0.0451369172564065	0.0380385716470933	YOR047C/YJL060W/YMR096W/YPL188W/YEL029C/YMR095C	6	primary_DOWN_GO
L-phenylalanine metabolic process	L-phenylalanine metabolic process	4/291	15/5859	0.266666666666667	5.36907216494845	3.87303399419238	0.00526409322427225	0.0458885613529492	0.0386720102945985	YLR134W/YIL116W/YGL202W/YBR145W	4	primary_DOWN_GO
neutral L-amino acid transmembrane transporter activity	neutral L-amino acid transmembrane transporter activity	4/291	15/5859	0.266666666666667	5.36907216494845	3.87303399419238	0.00526409322427225	0.0458885613529492	0.0386720102945985	YIL121W/YGR055W/YBR104W/YLL055W	4	primary_DOWN_GO
tetrahydrofolate interconversion	tetrahydrofolate interconversion	4/291	15/5859	0.266666666666667	5.36907216494845	3.87303399419238	0.00526409322427225	0.0458885613529492	0.0386720102945985	YLR058C/YGL125W/YGR204W/YGR267C	4	primary_DOWN_GO
tetrahydrofolate metabolic process	tetrahydrofolate metabolic process	4/291	15/5859	0.266666666666667	5.36907216494845	3.87303399419238	0.00526409322427225	0.0458885613529492	0.0386720102945985	YLR058C/YGL125W/YGR204W/YGR267C	4	primary_DOWN_GO
fungal-type cell wall	fungal-type cell wall	14/291	132/5859	0.106060606060606	2.13542642924086	3.01615695726035	0.00558835001132728	0.0483656963350936	0.0407595847729918	YBR092C/YJR004C/YNR044W/YHR143W/YDR261C/YGL028C/YJR150C/YNL066W/YEL040W/YLR042C/YOL154W/YOR383C/YOR382W/YLR461W	14	primary_DOWN_GO
hydroxymethyl-, formyl- and related transferase activity	hydroxymethyl-, formyl- and related transferase activity	3/291	8/5859	0.375	7.55025773195876	4.23798970860516	0.00563540245586076	0.0483656963350936	0.0407595847729918	YDR019C/YLR058C/YMR120C	3	primary_DOWN_GO
L-serine metabolic process	L-serine metabolic process	3/291	8/5859	0.375	7.55025773195876	4.23798970860516	0.00563540245586076	0.0483656963350936	0.0407595847729918	YIL074C/YOR184W/YLR058C	3	primary_DOWN_GO
nucleobase biosynthetic process	nucleobase biosynthetic process	5/291	24/5859	0.208333333333333	4.19458762886598	3.58485472758153	0.00568993662503348	0.048583305029132	0.040942971774195	YOR184W/YLR420W/YOR303W/YGR204W/YKL216W	5	primary_DOWN_GO
respiratory chain complex [GO:0098803]	respiratory chain complex [GO:0098803]	36/315	41/5915	0.878048780487805	16.4878048780488	23.6002579231449	1.15876886331301e-41	2.28277466072662e-39	2.00040098508772e-39	YDR119W-A/YKL148C/YGL187C/YLL041C/YBR039W/YJR121W/YHR001W-A/YBL099W/YBL045C/YDR178W/YDR529C/YEL024W/YJL166W/YGL191W/YKL141W/YMR256C/YFR033C/YDL004W/YNL052W/YML081C-A/YDR298C/YDR377W/YPR191W/YPL271W/YLR038C/YKL016C/YLR395C/YHR051W/YLR295C/YPL078C/YOL077W-A/YOR065W/YDR322C-A/YGR183C/YPR020W/YDL067C	36	threshold_matched_UP_GOslim
