term	term_name	gene	aspect
GO:0005634	nucleus	YAL059W	slim
GO:0043226	organelle	YAL059W	slim
GO:0030684	preribosome	YAL059W	slim
GO:0030687	preribosome, large subunit precursor	YAL059W	slim
GO:0032991	protein-containing complex	YAL059W	slim
GO:1990904	ribonucleoprotein complex	YAL059W	slim
GO:0003674	molecular function	YAL059W	slim
GO:0051169	nuclear transport	YAL059W	slim
GO:0006913	nucleocytoplasmic transport	YAL059W	slim
GO:0000054	ribosomal subunit export from nucleus	YAL059W	slim
GO:0006810	transport	YAL059W	slim
GO:0005737	cytoplasm	YAL060W	slim
GO:0005829	cytosol	YAL060W	slim
GO:0043167	ion binding	YAL060W	slim
GO:0016491	oxidoreductase activity	YAL060W	slim
GO:0009058	biosynthetic process	YAL060W	slim
GO:0009056	catabolic process	YAL060W	slim
GO:0006091	generation of precursor metabolites and energy	YAL060W	slim
GO:0032787	monocarboxylic acid metabolic process	YAL060W	slim
GO:0044281	small molecule metabolic process	YAL060W	slim
GO:0005737	cytoplasm	YAL061W	slim
GO:0005634	nucleus	YAL061W	slim
GO:0043226	organelle	YAL061W	slim
GO:0043167	ion binding	YAL061W	slim
GO:0016491	oxidoreductase activity	YAL061W	slim
GO:0008150	biological process	YAL061W	slim
GO:0005829	cytosol	YAL062W	slim
GO:0005739	mitochondrion	YAL062W	slim
GO:0005634	nucleus	YAL062W	slim
GO:0043226	organelle	YAL062W	slim
GO:0016491	oxidoreductase activity	YAL062W	slim
GO:0006520	amino acid metabolic process	YAL062W	slim
GO:0009058	biosynthetic process	YAL062W	slim
GO:0044281	small molecule metabolic process	YAL062W	slim
GO:0005618	cell wall	YAL063C	slim
GO:0030312	external encapsulating structure	YAL063C	slim
GO:0003674	molecular function	YAL063C	slim
GO:0007155	cell adhesion	YAL063C	slim
GO:0005575	cellular component	YAL063C-A	slim
GO:0003674	molecular function	YAL063C-A	slim
GO:0008150	biological process	YAL063C-A	slim
GO:0005575	cellular component	YAL064C-A	slim
GO:0003674	molecular function	YAL064C-A	slim
GO:0008150	biological process	YAL064C-A	slim
GO:0005575	cellular component	YAL064W	slim
GO:0003674	molecular function	YAL064W	slim
GO:0008150	biological process	YAL064W	slim
GO:0005783	endoplasmic reticulum	YAL064W-B	slim
GO:0043226	organelle	YAL064W-B	slim
GO:0003674	molecular function	YAL064W-B	slim
GO:0008150	biological process	YAL064W-B	slim
GO:0005575	cellular component	YAL065C	slim
GO:0003674	molecular function	YAL065C	slim
GO:0008150	biological process	YAL065C	slim
GO:0005575	cellular component	YAL066W	slim
GO:0003674	molecular function	YAL066W	slim
GO:0008150	biological process	YAL066W	slim
GO:0016020	membrane	YAL067C	slim
GO:0005886	plasma membrane	YAL067C	slim
GO:0022857	transmembrane transporter activity	YAL067C	slim
GO:0055085	transmembrane transport	YAL067C	slim
GO:0006810	transport	YAL067C	slim
GO:0005575	cellular component	YAL067W-A	slim
GO:0003674	molecular function	YAL067W-A	slim
GO:0008150	biological process	YAL067W-A	slim
GO:0005575	cellular component	YAL068C	slim
GO:0003674	molecular function	YAL068C	slim
GO:0048856	anatomical structure development	YAL068C	slim
GO:0048646	anatomical structure formation involved in morphogenesis	YAL068C	slim
GO:0043934	sporulation	YAL068C	slim
GO:0005575	cellular component	YAL068W-A	slim
GO:0003674	molecular function	YAL068W-A	slim
GO:0008150	biological process	YAL068W-A	slim
GO:0005575	cellular component	YAL069W	slim
GO:0003674	molecular function	YAL069W	slim
GO:0008150	biological process	YAL069W	slim
GO:0031410	cytoplasmic vesicle	YAR002C-A	slim
GO:0005739	mitochondrion	YAR002C-A	slim
GO:0043226	organelle	YAR002C-A	slim
GO:0003674	molecular function	YAR002C-A	slim
GO:0048193	Golgi vesicle transport	YAR002C-A	slim
GO:0006810	transport	YAR002C-A	slim
GO:0016192	vesicle-mediated transport	YAR002C-A	slim
GO:0005829	cytosol	YAR002W	slim
GO:0005643	nuclear pore	YAR002W	slim
GO:0044613	nuclear pore central transport channel	YAR002W	slim
GO:0044615	nuclear pore nuclear basket	YAR002W	slim
GO:0005634	nucleus	YAR002W	slim
GO:0043226	organelle	YAR002W	slim
GO:0032991	protein-containing complex	YAR002W	slim
GO:0008289	lipid binding	YAR002W	slim
GO:0017056	structural constituent of nuclear pore	YAR002W	slim
GO:0005198	structural molecule activity	YAR002W	slim
GO:0006974	DNA damage response	YAR002W	slim
GO:0006259	DNA metabolic process	YAR002W	slim
GO:0006281	DNA repair	YAR002W	slim
GO:0022607	cellular component assembly	YAR002W	slim
GO:0006325	chromatin organization	YAR002W	slim
GO:0051276	chromosome organization	YAR002W	slim
GO:0051169	nuclear transport	YAR002W	slim
GO:0015931	nucleobase-containing compound transport	YAR002W	slim
GO:0006913	nucleocytoplasmic transport	YAR002W	slim
GO:0042221	response to chemical	YAR002W	slim
GO:0009408	response to heat	YAR002W	slim
GO:0006950	response to stress	YAR002W	slim
GO:0006810	transport	YAR002W	slim
GO:0048188	Set1C/COMPASS complex	YAR003W	slim
GO:0032991	protein-containing complex	YAR003W	slim
GO:0008168	methyltransferase activity	YAR003W	slim
GO:0016740	transferase activity	YAR003W	slim
GO:0006259	DNA metabolic process	YAR003W	slim
GO:0022607	cellular component assembly	YAR003W	slim
GO:0006325	chromatin organization	YAR003W	slim
GO:0051276	chromosome organization	YAR003W	slim
GO:0032200	telomere organization	YAR003W	slim
GO:0005662	DNA replication factor A complex	YAR007C	slim
GO:0005694	chromosome	YAR007C	slim
GO:0005737	cytoplasm	YAR007C	slim
GO:0005829	cytosol	YAR007C	slim
GO:0043232	intracellular membraneless organelle	YAR007C	slim
GO:0000228	nuclear chromosome	YAR007C	slim
GO:0005634	nucleus	YAR007C	slim
GO:0043226	organelle	YAR007C	slim
GO:0032991	protein-containing complex	YAR007C	slim
GO:0003677	DNA binding	YAR007C	slim
GO:0003723	RNA binding	YAR007C	slim
GO:0043167	ion binding	YAR007C	slim
GO:0003729	mRNA binding	YAR007C	slim
GO:0006974	DNA damage response	YAR007C	slim
GO:0006259	DNA metabolic process	YAR007C	slim
GO:0006310	DNA recombination	YAR007C	slim
GO:0006281	DNA repair	YAR007C	slim
GO:0006260	DNA replication	YAR007C	slim
GO:0009058	biosynthetic process	YAR007C	slim
GO:0022607	cellular component assembly	YAR007C	slim
GO:0051276	chromosome organization	YAR007C	slim
GO:0070647	protein modification by small protein conjugation or removal	YAR007C	slim
GO:0065003	protein-containing complex assembly	YAR007C	slim
GO:0006950	response to stress	YAR007C	slim
GO:0032200	telomere organization	YAR007C	slim
GO:0016020	membrane	YAR008W	slim
GO:0005739	mitochondrion	YAR008W	slim
GO:0043226	organelle	YAR008W	slim
GO:0032991	protein-containing complex	YAR008W	slim
GO:0000214	tRNA-intron endonuclease complex	YAR008W	slim
GO:0016829	lyase activity	YAR008W	slim
GO:0004518	nuclease activity	YAR008W	slim
GO:0008150	biological process	YAR008W	slim
GO:0005737	cytoplasm	YAR009C	slim
GO:0005634	nucleus	YAR009C	slim
GO:0043226	organelle	YAR009C	slim
GO:0005575	cellular component	YAR010C	slim
GO:0003723	RNA binding	YAR010C	slim
GO:0032196	transposition	YAR010C	slim
GO:1990615	Kelch-containing formin regulatory complex	YAR014C	slim
GO:0005737	cytoplasm	YAR014C	slim
GO:0000131	incipient cellular bud site	YAR014C	slim
GO:0005634	nucleus	YAR014C	slim
GO:0043226	organelle	YAR014C	slim
GO:0032991	protein-containing complex	YAR014C	slim
GO:0030427	site of polarized growth	YAR014C	slim
GO:0030234	enzyme regulator activity	YAR014C	slim
GO:0007010	cytoskeleton organization	YAR014C	slim
GO:0051726	regulation of cell cycle	YAR014C	slim
GO:0033043	regulation of organelle organization	YAR014C	slim
GO:0051049	regulation of transport	YAR014C	slim
GO:0005737	cytoplasm	YAR015W	slim
GO:0005829	cytosol	YAR015W	slim
GO:0005634	nucleus	YAR015W	slim
GO:0043226	organelle	YAR015W	slim
GO:0016874	ligase activity	YAR015W	slim
GO:0009058	biosynthetic process	YAR015W	slim
GO:0055086	nucleobase-containing small molecule metabolic process	YAR015W	slim
GO:0044281	small molecule metabolic process	YAR015W	slim
GO:0005575	cellular component	YAR018C	slim
GO:0016301	kinase activity	YAR018C	slim
GO:0016740	transferase activity	YAR018C	slim
GO:0007059	chromosome segregation	YAR018C	slim
GO:0005737	cytoplasm	YAR019C	slim
GO:0005815	microtubule organizing center	YAR019C	slim
GO:0030427	site of polarized growth	YAR019C	slim
GO:0005816	spindle pole body	YAR019C	slim
GO:0016301	kinase activity	YAR019C	slim
GO:0016740	transferase activity	YAR019C	slim
GO:0000910	cytokinesis	YAR019C	slim
GO:0007010	cytoskeleton organization	YAR019C	slim
GO:0051726	regulation of cell cycle	YAR019C	slim
GO:0005575	cellular component	YAR019W-A	slim
GO:0003674	molecular function	YAR019W-A	slim
GO:0008150	biological process	YAR019W-A	slim
GO:0005575	cellular component	YAR020C	slim
GO:0003674	molecular function	YAR020C	slim
GO:0008150	biological process	YAR020C	slim
GO:0005575	cellular component	YAR023C	slim
GO:0003674	molecular function	YAR023C	slim
GO:0008150	biological process	YAR023C	slim
GO:0016020	membrane	YAR027W	slim
GO:0005635	nuclear envelope	YAR027W	slim
GO:0003674	molecular function	YAR027W	slim
GO:0008150	biological process	YAR027W	slim
GO:0016020	membrane	YAR028W	slim
GO:0003674	molecular function	YAR028W	slim
GO:0042221	response to chemical	YAR028W	slim
GO:0005737	cytoplasm	YAR029W	slim
GO:0003674	molecular function	YAR029W	slim
GO:0008150	biological process	YAR029W	slim
GO:0005575	cellular component	YAR030C	slim
GO:0003674	molecular function	YAR030C	slim
GO:0008150	biological process	YAR030C	slim
GO:0005783	endoplasmic reticulum	YAR031W	slim
GO:0016020	membrane	YAR031W	slim
GO:0043226	organelle	YAR031W	slim
GO:0005886	plasma membrane	YAR031W	slim
GO:0003674	molecular function	YAR031W	slim
GO:0008150	biological process	YAR031W	slim
GO:0005794	Golgi apparatus	YAR033W	slim
GO:0005783	endoplasmic reticulum	YAR033W	slim
GO:0016020	membrane	YAR033W	slim
GO:0043226	organelle	YAR033W	slim
GO:0005886	plasma membrane	YAR033W	slim
GO:0003674	molecular function	YAR033W	slim
GO:0016050	vesicle organization	YAR033W	slim
GO:0005739	mitochondrion	YAR035C-A	slim
GO:0043226	organelle	YAR035C-A	slim
GO:0003674	molecular function	YAR035C-A	slim
GO:0008150	biological process	YAR035C-A	slim
GO:0005829	cytosol	YAR035W	slim
GO:0005739	mitochondrion	YAR035W	slim
GO:0043226	organelle	YAR035W	slim
GO:0016746	acyltransferase activity	YAR035W	slim
GO:0016740	transferase activity	YAR035W	slim
GO:0006869	lipid transport	YAR035W	slim
GO:0055085	transmembrane transport	YAR035W	slim
GO:0006810	transport	YAR035W	slim
GO:0031410	cytoplasmic vesicle	YAR042W	slim
GO:0005783	endoplasmic reticulum	YAR042W	slim
GO:0005768	endosome	YAR042W	slim
GO:0005635	nuclear envelope	YAR042W	slim
GO:0043226	organelle	YAR042W	slim
GO:0008289	lipid binding	YAR042W	slim
GO:0009056	catabolic process	YAR042W	slim
GO:0006897	endocytosis	YAR042W	slim
GO:0006887	exocytosis	YAR042W	slim
GO:0006869	lipid transport	YAR042W	slim
GO:0006810	transport	YAR042W	slim
GO:0016192	vesicle-mediated transport	YAR042W	slim
GO:0005575	cellular component	YAR047C	slim
GO:0003674	molecular function	YAR047C	slim
GO:0008150	biological process	YAR047C	slim
GO:0005618	cell wall	YAR050W	slim
GO:0030312	external encapsulating structure	YAR050W	slim
GO:0003674	molecular function	YAR050W	slim
GO:0007155	cell adhesion	YAR050W	slim
GO:0005575	cellular component	YAR053W	slim
GO:0003674	molecular function	YAR053W	slim
GO:0008150	biological process	YAR053W	slim
GO:0005575	cellular component	YAR060C	slim
GO:0003674	molecular function	YAR060C	slim
GO:0008150	biological process	YAR060C	slim
GO:0005575	cellular component	YAR061W	slim
GO:0003674	molecular function	YAR061W	slim
GO:0008150	biological process	YAR061W	slim
GO:0005575	cellular component	YAR064W	slim
GO:0003674	molecular function	YAR064W	slim
GO:0008150	biological process	YAR064W	slim
GO:0005575	cellular component	YAR066W	slim
GO:0003674	molecular function	YAR066W	slim
GO:0008150	biological process	YAR066W	slim
GO:0005575	cellular component	YAR068W	slim
GO:0003674	molecular function	YAR068W	slim
GO:0008150	biological process	YAR068W	slim
GO:0005575	cellular component	YAR069C	slim
GO:0003674	molecular function	YAR069C	slim
GO:0008150	biological process	YAR069C	slim
GO:0005575	cellular component	YAR070C	slim
GO:0003674	molecular function	YAR070C	slim
GO:0008150	biological process	YAR070C	slim
GO:0005576	extracellular region	YAR071W	slim
GO:0016787	hydrolase activity	YAR071W	slim
GO:0016791	phosphatase activity	YAR071W	slim
GO:0008150	biological process	YAR071W	slim
GO:0005575	cellular component	YAR073W	slim
GO:0003674	molecular function	YAR073W	slim
GO:0008150	biological process	YAR073W	slim
GO:0005575	cellular component	YAR075W	slim
GO:0003674	molecular function	YAR075W	slim
GO:0008150	biological process	YAR075W	slim
GO:0005737	cytoplasm	YBL001C	slim
GO:0005829	cytosol	YBL001C	slim
GO:0005634	nucleus	YBL001C	slim
GO:0043226	organelle	YBL001C	slim
GO:0003674	molecular function	YBL001C	slim
GO:0008150	biological process	YBL001C	slim
GO:0000786	nucleosome	YBL002W	slim
GO:0032991	protein-containing complex	YBL002W	slim
GO:0003677	DNA binding	YBL002W	slim
GO:0006325	chromatin organization	YBL002W	slim
GO:0000786	nucleosome	YBL003C	slim
GO:0032991	protein-containing complex	YBL003C	slim
GO:0003677	DNA binding	YBL003C	slim
GO:0006974	DNA damage response	YBL003C	slim
GO:0006259	DNA metabolic process	YBL003C	slim
GO:0006281	DNA repair	YBL003C	slim
GO:0006325	chromatin organization	YBL003C	slim
GO:0006950	response to stress	YBL003C	slim
GO:0030686	90S preribosome	YBL004W	slim
GO:0005737	cytoplasm	YBL004W	slim
GO:0043232	intracellular membraneless organelle	YBL004W	slim
GO:0005730	nucleolus	YBL004W	slim
GO:0005654	nucleoplasm	YBL004W	slim
GO:0043226	organelle	YBL004W	slim
GO:0030684	preribosome	YBL004W	slim
GO:0030688	preribosome, small subunit precursor	YBL004W	slim
GO:0032991	protein-containing complex	YBL004W	slim
GO:1990904	ribonucleoprotein complex	YBL004W	slim
GO:0032040	small-subunit processome	YBL004W	slim
GO:0003723	RNA binding	YBL004W	slim
GO:0003729	mRNA binding	YBL004W	slim
GO:0006364	rRNA processing	YBL004W	slim
GO:0005737	cytoplasm	YBL005W	slim
GO:0005634	nucleus	YBL005W	slim
GO:0043226	organelle	YBL005W	slim
GO:0003677	DNA binding	YBL005W	slim
GO:0003700	DNA-binding transcription factor activity	YBL005W	slim
GO:0043167	ion binding	YBL005W	slim
GO:0042221	response to chemical	YBL005W	slim
GO:0005575	cellular component	YBL005W-A	slim
GO:0003723	RNA binding	YBL005W-A	slim
GO:0032196	transposition	YBL005W-A	slim
GO:0005634	nucleus	YBL005W-B	slim
GO:0043226	organelle	YBL005W-B	slim
GO:0043167	ion binding	YBL005W-B	slim
GO:0016586	RSC-type complex	YBL006C	slim
GO:0032991	protein-containing complex	YBL006C	slim
GO:0003674	molecular function	YBL006C	slim
GO:0006354	DNA-templated transcription elongation	YBL006C	slim
GO:0009058	biosynthetic process	YBL006C	slim
GO:0006325	chromatin organization	YBL006C	slim
GO:0005575	cellular component	YBL006W-A	slim
GO:0003674	molecular function	YBL006W-A	slim
GO:0008150	biological process	YBL006W-A	slim
GO:0140224	SLAC complex	YBL007C	slim
GO:1990964	actin cytoskeleton-regulatory complex	YBL007C	slim
GO:0005938	cell cortex	YBL007C	slim
GO:0005737	cytoplasm	YBL007C	slim
GO:0005634	nucleus	YBL007C	slim
GO:0043226	organelle	YBL007C	slim
GO:0032991	protein-containing complex	YBL007C	slim
GO:0030427	site of polarized growth	YBL007C	slim
GO:0008289	lipid binding	YBL007C	slim
GO:0030674	protein-macromolecule adaptor activity	YBL007C	slim
GO:0032182	ubiquitin-like protein binding	YBL007C	slim
GO:0022607	cellular component assembly	YBL007C	slim
GO:0007010	cytoskeleton organization	YBL007C	slim
GO:0006897	endocytosis	YBL007C	slim
GO:0033043	regulation of organelle organization	YBL007C	slim
GO:0006810	transport	YBL007C	slim
GO:0016192	vesicle-mediated transport	YBL007C	slim
GO:0000417	HIR complex	YBL008W	slim
GO:0000775	chromosome, centromeric region	YBL008W	slim
GO:0032991	protein-containing complex	YBL008W	slim
GO:0003677	DNA binding	YBL008W	slim
GO:0003682	chromatin binding	YBL008W	slim
GO:0006354	DNA-templated transcription elongation	YBL008W	slim
GO:0009058	biosynthetic process	YBL008W	slim
GO:0006325	chromatin organization	YBL008W	slim
GO:0005575	cellular component	YBL008W-A	slim
GO:0003674	molecular function	YBL008W-A	slim
GO:0008150	biological process	YBL008W-A	slim
GO:0005575	cellular component	YBL009W	slim
GO:0016301	kinase activity	YBL009W	slim
GO:0016740	transferase activity	YBL009W	slim
GO:0007049	cell cycle	YBL009W	slim
GO:0000278	mitotic cell cycle	YBL009W	slim
GO:0051726	regulation of cell cycle	YBL009W	slim
GO:0007165	signal transduction	YBL009W	slim
GO:0031410	cytoplasmic vesicle	YBL010C	slim
GO:0043226	organelle	YBL010C	slim
GO:0003674	molecular function	YBL010C	slim
GO:0006810	transport	YBL010C	slim
GO:0005829	cytosol	YBL011W	slim
GO:0005783	endoplasmic reticulum	YBL011W	slim
GO:0043226	organelle	YBL011W	slim
GO:0016746	acyltransferase activity	YBL011W	slim
GO:0016740	transferase activity	YBL011W	slim
GO:0009058	biosynthetic process	YBL011W	slim
GO:0006629	lipid metabolic process	YBL011W	slim
GO:0005575	cellular component	YBL012C	slim
GO:0003674	molecular function	YBL012C	slim
GO:0008150	biological process	YBL012C	slim
GO:0005739	mitochondrion	YBL013W	slim
GO:0043226	organelle	YBL013W	slim
GO:0016740	transferase activity	YBL013W	slim
GO:0009451	RNA modification	YBL013W	slim
GO:0006399	tRNA metabolic process	YBL013W	slim
GO:0008033	tRNA processing	YBL013W	slim
GO:0070860	RNA polymerase I core factor complex	YBL014C	slim
GO:0000120	RNA polymerase I transcription regulator complex	YBL014C	slim
GO:0032991	protein-containing complex	YBL014C	slim
GO:0005667	transcription regulator complex	YBL014C	slim
GO:0003677	DNA binding	YBL014C	slim
GO:0008134	transcription factor binding	YBL014C	slim
GO:0006351	DNA-templated transcription	YBL014C	slim
GO:0009058	biosynthetic process	YBL014C	slim
GO:0006360	transcription by RNA polymerase I	YBL014C	slim
GO:0005829	cytosol	YBL015W	slim
GO:0005739	mitochondrion	YBL015W	slim
GO:0043226	organelle	YBL015W	slim
GO:0016787	hydrolase activity	YBL015W	slim
GO:0016740	transferase activity	YBL015W	slim
GO:0032787	monocarboxylic acid metabolic process	YBL015W	slim
GO:0044281	small molecule metabolic process	YBL015W	slim
GO:0005737	cytoplasm	YBL016W	slim
GO:0010494	cytoplasmic stress granule	YBL016W	slim
GO:0043232	intracellular membraneless organelle	YBL016W	slim
GO:0005739	mitochondrion	YBL016W	slim
GO:0005634	nucleus	YBL016W	slim
GO:0043226	organelle	YBL016W	slim
GO:0030427	site of polarized growth	YBL016W	slim
GO:0016301	kinase activity	YBL016W	slim
GO:0016740	transferase activity	YBL016W	slim
GO:0040007	growth	YBL016W	slim
GO:0001403	invasive growth in response to glucose limitation	YBL016W	slim
GO:0051049	regulation of transport	YBL016W	slim
GO:0042221	response to chemical	YBL016W	slim
